_inputshopbuymultiple;KUP
reward_tree_usurper_chest_1;Uzurpator robił, co mógł, żeby nadać swoim rządom pozory legalności i wzmocnić podawany w wątpliwość autorytet. W każdym większym mieście postawił swój posąg, wypłacił tysiące florenów poetom w zamian za czołobitne panegiryki, historykom polecił odnaleźć dokumenty świadczące o tym, że był tak naprawdę nieślubnym synem cesarza Torresa. A każdemu, kto przypominał o jego chłopskim pochodzeniu, własnoręcznie wyrywał język.
reward_tree_usurper_chest_2;Okrucieństwo Uzurpatora było legendarne. W całym cesarstwie wprowadził surowe żołnierskie prawa. Najmniejsze przewinienie karano chłostą, poważniejsze wykroczenia oznaczały okaleczenie – bądź śmierć na męczarniach. Uzurpator miał nadzieję, że w ten sposób zaprowadzi porządek w pogrążonym w chaosie Cesarstwie. Rezultat był odwrotny od zamierzonego.
reward_tree_usurper_chest_3;Zyskawszy władzę w rezultacie zabójstwa, Uzurpator wysoce cenił sobie usługi szpiegów, trucicieli i asasynów. To za jego rządów wzrosło znaczenie cesarskiego wywiadu, a alchemicy opracowali nowe, niezwykle skuteczne trucizny. I choć Emhyr krytykował jego metody jako okrutne i niegodne majestatu władcy... Sam chętnie z nich potem korzystał.
reward_tree_usurper_story_pt1;Niewiele wiemy o Uzurpatorze, nie znamy nawet jego imienia. Zadbał o to jego zabójca i następca, Emhyr var Emreis.
reward_tree_usurper_story_pt2;To Uzurpator był bowiem prowodyrem spisku, w wyniku którego zginął Fergus var Emreis, a jego syn, Emhyr, był poddany nieludzkim torturom.
reward_tree_usurper_story_pt3;A zatem – co o nim wiemy? Ponoć był człowiekiem z nizin, prostym chłopem, który dzięki odwadze i sprytowi zdobył rangę generała. Ale, jak mówią, apetyt rośnie w miarę jedzenia...
reward_tree_usurper_story_pt4;Wybitnego generała zauważyli niezadowoleni z rządów Fergusa arystokraci i kupcy. Prześcigali się w pochlebstwach, zapewniali o wsparciu... Ale kiedy stracił koronę, został sam jak palec.
reward_tree_usurper_title;Uzurpator
reward_tree_viper_2_chest;Kiedy mistrz Ivar Złe Oko zlecił Kolgrimowi poszukiwania legendarnego rynsztunku Szkoły Żmii, jego pechowe szczęście znowu dało o sobie znać. Schematy rynsztunku wprawdzie odnalazł, ale do Szkoły już nigdy nie powrócił. W Białym Sadzie został bowiem oskarżony o porwanie syna bartnika i zawleczony przed oblicze lokalnego władyki. Ów obiecał ludziom, że sprawiedliwości stanie się zadość, i kazał sprowadzić wykwalifikowanego kata. Wyrok był tylko formalnością, Kolgrim powołał się więc na stare temerskie prawo, żądając próby sił zamiast procesu. O dziwo, władyka zgodził się na zmianę i polecił oskarżonemu oczyścić swą rodową kryptę z upiorów – w zamian za oczyszczenie go z zarzutów.\nNiestety, według oficjalnych źródeł Kolgrim zginął, nie podoławszy zadaniu. Po Białym Sadzie krążyły jednak pogłoski, że to miejscowi, rozjuszeni decyzją władyki, zaatakowali wiedźmina, nim ten mógł wykonać zlecenie. Podobnież bartnik we własnej osobie uciął mutantowi głowę… Ot, taka tam plotka.\nAcz jedno było już pewne. Odkryto bowiem poniewczasie, że zaginionego chłopca zabiły utopce.\nNie Kolgrim.
reward_tree_viper_2_story_pt1;Można rzec, że los nigdy nie sprzyjał Kolgrimowi. Jeśli zrazu uśmiechał się do niego, to tylko po to, by potem wyszczerzyć wrednie kły. Nawet gdy ten jeszcze nie był wiedźminem, tylko małym nieszkodliwym smarkiem.
reward_tree_viper_2_story_pt2;Jako dziecko Kolgrim został porwany przez płaczkę, która w noc Saovine podłożyła jego matce własne potomstwo. Szczęściem w nieszczęściu, tej samej nocy potworzycę usiekł wiedźmin i zabrał wyratowanego chłopca z powrotem do osady – wydawałoby się wprost w matczyne ramiona. Pech jednak przeważył.
reward_tree_viper_2_story_pt3;Kobieta okazała się chorobliwie wiedźminom niechętna, toteż nie dała wiary ani słowom zabójcy potworów, ani łzom Kolgrima. Nie chciała widzieć synka na oczy, święcie przekonana, że podłożony przez płaczkę odmieniec był jej prawdziwym dzieckiem. Wiedźminowi nie pozostało zatem nic innego jak zabrać chłopca ze sobą – do Szkoły Żmii.
reward_tree_viper_2_story_pt4;Przez kolejne lata los jeszcze wielokrotnie zakpił sobie z Kolgrima, zarówno podczas morderczego treningu, jak i w czasie jego późniejszej tułaczki po świecie. Aż do jakże ironicznego końca, kiedy to wiedźmin, sam niegdyś odebrany niczego nieświadomej matce, został oskarżony o porwanie dziecka.
reward_tree_viper_2_title;Kolgrim
reward_tree_viper_avatar_chest_1;Wiedźmini mają w swych arsenałach wiele broni: miecze, srebrne i stalowe, łańcuchy, sztylety, noże do rzucania… Nie zwykli jednak używać oręża dwuręcznego – z tego prostego względu, że ciężka broń zanadto ich spowalniała. Letho nie miał takiego problemu. Ciął dwuręcznym mieczem z taką lekkością, z jaką inni władają szpadą czy floretem.
reward_tree_viper_avatar_chest_2;Relacja między Leto a innym legendarnym wiedźminem, Geraltem z Rivii, jest… Skomplikowana. Obaj wzajem się ratowali, obaj grozili sobie śmiercią. Jak się potoczyła ich historia? Zależy, komu zawierzyć. Jedni twierdzą, że Geralt zabił Letho pośród ruin Loc Muinne, inni klną się, że wiedźmini rozeszli się wówczas w pokoju. Kto ma rację? Dziś już nie sposób powiedzieć…
reward_tree_viper_avatar_chest_3;Letho był w pełni świadomy tego, jakie wywiera wrażenie. Nie podnosił głosu, nie groził – bo wiedział, że nie musi, że sam jego widok przyprawia nawet największego zawadiakę o drżenie kolan. Letho wiedział też, że wygląda na tępego osiłka. I mimo, że tak naprawdę obdarzony był ponadprzeciętną inteligencją, nie robił nic, żeby zadać kłam temu przekonaniu. Wiedział, że jego rozmówcy będą mniej zważać na słowa myśląc, że mają przed sobą głupca…
reward_tree_viper_avatar_story_pt1;Wiedźmiński trening kładzie nacisk na wytrzymałość i zwinność, a nie samą siłę fizyczną. Ciężki osiłek byłby wszak zbyt wolny, żeby uniknąć ciosu szybkiej jak błyskawica bruxy czy strzygi… Prawda?
reward_tree_viper_avatar_story_pt2;Letho z Gulety, wiedźmin ze Cechu Żmii, zadał kłam tej tezie. Wielki niby bies, silny jak tur, nie ustępował jednak innym zabójcom potworów refleksem ani zwinnością… Co czyniło go arcygroźnym przeciwnikiem.
reward_tree_viper_avatar_story_pt3;Przekonało się o tym wielu mieszkańców Kontynentu… W tym dwie koronowane głowy. Ale co sprawiło, że zamiast na potwory, Letho z Gulety zaczął polować na królów?
reward_tree_viper_avatar_story_pt4;Letho marzył o tym, żeby odtworzyć upadłą Szkołę Żmii. Żeby osiągnąć ten cel, był gotowy na każdy sojusz – choćby z cesarzem. Koniec końców, nic z tego nie wyszło. Po raz kolejny okazało się, że wiedźmini nie powinni bawić się w politykę…
reward_tree_viper_avatar_title;Letho z Gulety
reward_tree_viper_border_chest_1;Dziś Szkoła Żmii już nie funkcjonuje. Nie wiadomo dokładnie, jaki spotkał ją los – zapewne Emhyr var Emreis zamknął ją, kiedy tylko przestała być dlań przydatna. Znając cesarza i jego metody, można również podejrzewać, że zamknięcie Cechu było równoznaczne z wydaniem wyroku śmierci na wszystkich jego członków.
reward_tree_viper_border_chest_2;Dziś miecze i zbroje Żmij stanowią obiekt zainteresowań kolekcjonerów viedyminaliów, czyli przedmiotów i literatury związanych z wiedźmińskimi cechami. Właścicielką największego zbioru takich pamiątek była rezydująca w Oxenfurcie hrabina Mignole. Co sprawiło, iż ta szlachetnie urodzona dama przejawiała tak żywe zainteresowanie zabójcami potworów – nie sposób powiedzieć.
reward_tree_viper_border_chest_3;Mimo, iż wiedźmini bronią ludzi przed potworami, ci często odwdzięczają im się nieufnością – albo wręcz otwartą wrogością. Przekonał się o tym Kolgrim, zabójca potworów z Cechu Żmii. Kiedy wykonywał zlecenie w Białym Sadzie, we wsi zaginęło dziecko. Miejscowi jednym głosem obwinili wiedźmina o porwanie chłopca – i, ignorując zapewnienia o niewinności, szybko doprowadzili do jego śmierci. Później okazało się, że dziecko zabiły utopce…
reward_tree_viper_border_story_pt1;Mówi się, że wiedźmini zapożyczali cechy właściwe zwierzętom, które obrali za symbol swej szkoły. Z pewnością było to prawdą w przypadku Żmij. Byli zwinni, szybcy… I chętnie korzystali z zabójczych trucizn.
reward_tree_viper_border_story_pt2;Tak jak w przypadku pozostałych cechów, z wyjątkiem Wilka, nikt nie wie, gdzie mieściła się Szkoła Żmij. Wiadomo jedynie, że znajdowała się gdzieś na południe od Jarugi – w Nilfgaardzie.
reward_tree_viper_border_story_pt3;Nic zatem dziwnego, że Żmije były mniej przywiązane do zasady neutralności, niż pozostali wiedźmini. Cesarstwo nie akceptuje takiej postawy. Można być tylko jego sługą – bądź wrogiem.
reward_tree_viper_border_story_pt4;Dlatego właśnie niewielu przyjęło ze zdziwieniem informację, że zabójca Demawenda i Foltesta nosił medalion w kształcie żmii… Jak i to, że za serią zabójstw stał szykujący się do wojny Nilfgaard.
reward_tree_viper_border_title;Sezon Żmii
reward_tree_voorhis_chest_1;Wielką pasją Morvrana Voorhisa były konie. Potrafił odróżnić kovirskiego kuca od zerrikańskiego bachmata po odgłosie kopyt, był w stanie ujeździć złapanego rankiem mustanga przed zachodem słońca. Skąd ta pasja? Voorhis zwykł mawiać, że nad towarzystwo ludzi przedkłada konie, bo te przynajmniej są szczere...
reward_tree_voorhis_chest_2;Wychowany na cesarskim dworze, Morvran Voorhis był prawdziwym galantem. Nigdy nie przepuścił okazji, by skomplementować damę dworu, opanował kroki wszystkich tańców, znał się na winie równie dobrze, jak na literaturze. Ale za tą fasadą kryło się coś niepokojącego. Jego wodniste oczy przywodziły na myśl ślepia zeugla, który czeka w bezruchu na dogodną okazję, by uderzyć...
reward_tree_voorhis_chest_3;Morvran Voorhis doszedł do władzy w wyniku spisku – sam więc widział wokół siebie spiskowców. Chorobliwie podejrzliwy, nie ufał żadnemu ze swych doradców, a najdrobniejsze przewiny karał śmiercią na katuszach. Jego paranoja stała się samospełniającą przepowiednią. Zamiast czekać, aż Morvran Voorhis pośle ich na szafot, pozostali przy życiu arystokraci usunęli go z tronu...
reward_tree_voorhis_story_pt1;Morvran Voorhis zwykł mawiać, że nie potrzebuje miecza, by wygrywać wojny. Było w tym wiele prawdy.
reward_tree_voorhis_story_pt2;Voorhis opierał swą strategię na szpiegach, sabotażystach i dywersantach. Było to może mało honorowe – ale skuteczne.
reward_tree_voorhis_story_pt3;Szykując się do bitwy, Voorhis wysyłał wrogom dziesiątki listów. Same pisma były co prawda pełne pustych frazesów, ale emisariusze, którzy je dostarczali, rozglądali się uważnie wokół…
reward_tree_voorhis_story_pt4;Potem, kiedy już dochodziło do walki, Voorhis wiedział doskonale, gdzie znajduje się tabor, a gdzie jeńcy, którego oficera należy zastraszyć, którego przekupić... a którego zamordować rękoma asasyna...
reward_tree_voorhis_title;Morvran Voorhis
reward_tree_warrior_avatar_chest_1;Podczas gdy inni oficerowie Dzikiego Gonu spędzali czas wolny na wyrafinowanych rozrywkach – jak na przykład Ge’els, który przy każdej nadarzającej się okazji stawał z pędzlem przy sztalugach – Imlerith wolał prostsze rozrywki. Dlatego kiedy tylko Czerwoni Jeźdźcy przerywali swój upiorny galop, kierował się ku Łysej Górze, miejscu, które za siedzibę obrały sobie sukkuby…
reward_tree_warrior_avatar_chest_2;Imlerith był w szczególnie zażyłej komitywie z wiedźmami z Krzywuchowych Moczarów. To dzięki ich czarnej magii nabrał tak niezwykłej siły. Za każdym razem, gdy odwiedzał Panie Lasu, te częstowały go żołędziem z prastarego dębu, gotowanym przez trzy dni i trzy noce na czerninie z dziecięcej krwi. To ten upiorny owoc dawał mu moc.. I wypaczył jego umysł.
reward_tree_warrior_avatar_chest_3;Imlerith miał na sumieniu wiele istnień… W tym pewnego członka Szkoły Wilka. O kogo dokładnie chodzi nie chcę jednak pisać, albowiem do tej pory czuję złość na myśl, że tak wybitny przedstawiciel wiedźmińskiego cechu zginął z rąk tego elfiego barbarzyńcy. Dociekliwy czytelnik z pewnością znajdzie to imię w innych źródłach…
reward_tree_warrior_avatar_story_pt1;Na hasło „elfi wojownik” przychodzi na myśl wirujący w piruetach szczupły szermierz w lekkiej zbroi, atakujący wrogów samym sztychem długiej szpady. Imlerith taki nie był.
reward_tree_warrior_avatar_story_pt2;Ten elf szedł do boju zakuty od stóp do głów w ciężkie blachy, a w dłoniach dzierżył oburęczny buzdygan – którym miażdżył przeciwników na krwawą papkę przy akompaniamencie zniekształconego śmiechu dochodzącego zza hełmu.
reward_tree_warrior_avatar_story_pt3;Styl walki Imleritha nie był więc subtelny – ale ciężko było odmówić mu skuteczności. Potężny elf siał postrach na polu bitwy, gdzie rzadko znajdował równego sobie wojownika.
reward_tree_warrior_avatar_story_pt4;W końcu jednak trafiła kosa na kamień. Imlerith stanął do boju z Geralt z Rivii, Białym Wilkiem. Po długiej, wyczerpującej walce, padł na ziemię – z twarzą spaloną Znakiem Igni.
reward_tree_warrior_avatar_title;Imlerith
reward_tree_warrior_border_chest_1;Choć wojen i wojenek było w historii Kontynentu bez liku, nie ulega wątpliwości, że najważniejszym konfliktem jest ten między rozbitą na liczne królestwa Północą, a zjednoczonym pod berłem nilfgaardzkiego cesarza Południem. I choć Północ i Południe ścierały się już ze sobą trzy razy, dewastując przy tym ogromne połacie Kontynentu, ich spór jest daleki od rozwiązania. Kiedy w końcu jedna strona ulegnie pod naporem drugiej, Pontar i Jaruga będą różowe od krwi…
reward_tree_warrior_border_chest_2;Największą dotychczas bitwą w historii Kontynentu było decydujące starcie II Wojny Nilfgaardzkiej, do którego doszło pod Brenną. Zarówno po stronie Północy, jak i Południa, walczyło ponad czterdziestu tysięcy wojowników: lekkiej i ciężkiej piechoty, zaciężników, elfiej jazdy, krasnoludzkich tarczowników… O przebiegu bitwy przesądził jednak jeden człowiek: Lamarr Flaut, nilfgaardzki oficer, który w trakcie zwiadu przeoczył liczący tysiące piechurów odwód, skazując tym samym Nilfgaard na porażkę.
reward_tree_warrior_border_chest_3;Jednym z najlepszych historyków wojskowości był niejaki Jarre z Ellander. Opisywał bitwy w wielkim szczególe, unikając jednocześnie niepotrzebnych ozdobników i patriotycznego uniesienia. Pod jego piórem, wojna jawi się nie jako seria honorowych potyczek, a straszliwa, chaotyczna rzeź. Skąd ta wyjątkowa perspektywa? W przeciwieństwie do wielu innych uczonych, Jarre służył w wojsku, widział wojnę na własne oczy – i stracił na niej ramię.
reward_tree_warrior_border_story_pt1;Mieszkańcy Kontynentu witają nadejście wiosny z mieszanymi uczuciami. Z jednej strony, topniejące śniegi oznaczają koniec głodu. Z drugiej – zwiastują nadejście kolejnej wojny.
reward_tree_warrior_border_story_pt2;Wojna jest bowiem nieodłącznym elementem życia na Kontynencie. Rok w rok królowie próbują przesunąć granice, zagrabić nowe ziemie. Tylko z każdą bitwą poddanych coraz mniej…
reward_tree_warrior_border_story_pt3;Uczeni, czarodzieje i kapłani od lat nawołują skłóconych władców, by poniechali wojen, że jeśli nie zaprzestaną rzezi, cywilizacja Kontynentu upadnie i nadejdą dni straszniejsze, niż za czasów Koniunkcji Sfer.
reward_tree_warrior_border_story_pt4;Ale królowie ich nie słuchają. Oślepieni wizją szybkich i łatwych zysków, nie są zdolni patrzeć dalej, niźli za czubek własnego nosa. Co nas zatem czeka? Cóż. Starczy przeczytać wieszczby Ithlinny…
