_inputshopbuymultiple;BUY
reward_tree_ep6_scoiatael_story_pt1;Gezras, born a half-elf, was considered an abomination and sold to the mages of Stygga castle at a very young age. His mutations were part of a new process designed to dull the emotions of would-be witchers even more than usual. The new recipe, however, failed... spectacularly so. Instead of inhibiting emotions, the method⁠—quite ironically⁠—enhanced them, leaving Gezras and his new brothers permanently unhinged and prone to erratic behaviour.
reward_tree_ep6_scoiatael_story_pt2;More concerned with discovering the source of their error than the well-being of their test subjects, the mages caged their spoiled batch with the determination to dissect until a solution could be derived. Upon waking in a pile of discarded corpses, barely alive, Gezras was able to crawl out and free his remaining imprisoned brothers. Together, they somehow managed to escape into the night before the mages' labour could resume.
reward_tree_ep6_scoiatael_story_pt3;Over the next few years, they found refuge among the Aen Seidhe, who helped them hide from those still seeking to abolish their past mistakes. In exchange for their sanctuary, they used their skills to engage in guerilla warfare and assassinations on behalf of the elves.
reward_tree_ep6_scoiatael_story_pt4;Having grown in numbers and strength, the Feline witchers set forth to infiltrate the quarters of their misguided creators, slaughtering them as they slumbered. Their vengeance finally sated, Gezras led his newly-formed School of the Cat north where, free from their mired past, they could start anew.
reward_tree_ep6_scoiatael_title;Gezras of Leyda
reward_tree_ep6_skellige_story_chest;The Witcher School of the Bear made their home within the frigid halls of Haern Caduch—a remote fortress nestled within the peaks of the Amell mountains. Survival within its unwelcoming walls proved a constant challenge, particularly for the younger adepts. If one wasn’t huddled by the warmth of the hearth to stave off frostbite or scrambling under pelts to stave off hypothermia, there was always the never-ending removal of snow from the courtyard… It is no wonder Bear Witchers have shown extraordinary endurance—even when compared to their peers. \nEventually, many believe due to their glacial dispositions, surrounding villages banded together, agreed they would rather share the mountain with the monsters than the witchers, and marched on the keep. Having little to no bonds of brotherhood amongst themselves, they decided to part ways with both Haern Caduch and each other rather than partake in a meaningless slaughter.\nThe stronghold itself remains relatively intact to this day, albeit hidden under an ever increasingly thick layer of snow.
reward_tree_ep6_skellige_story_pt1;Arnaghad, some would say, was born stubborn. Insolent toward those in authority, he loathed anyone who tried to impose their will upon him, favouring autonomy above all else. This, in large, was the bedrock of why he went on to form his very own witcher school.
reward_tree_ep6_skellige_story_pt2;While other witchers saw in themselves a duty—a purpose that transcended mere necessity⁠—Arnaghad perceived their work as nothing more than that: work. A witcher was to take contracts, kill monsters, and collect coin⁠—anything else, he would argue, was just inflated nonsense to feed the ego.
reward_tree_ep6_skellige_story_pt3;Not wanting to be a slave to a code he did not believe in, he gathered a handful of likeminded witchers and ventured to the Amell mountains, settling into a fortress amid the icy slopes and established the Bear School; a place where would-be witchers could be taught the practicalities of their trade, without the distraction of "honourable virtues" impeding their training.
reward_tree_ep6_skellige_story_pt4;Ironically, it was the fundamentals of Arnaghad's school that ultimately led to its dereliction. For the Bear witchers, without sentiment or brotherly comradery to bind them, eventually went their separate ways, seeing no practical reason to stay loyal to each other or the master of their school.
reward_tree_ep6_skellige_title;Arnaghad
reward_tree_ep6_syndicate_story_chest;The main hideout of the Salamandra was located in the sewers under Vizima city. It contained both the laboratories, where they produced fisstech and conducted their experiments, as well as sleeping quarters for all members. Thanks to this, the production of fisstech did not stop even for a moment. The alchemists worked on the drug tirelessly, day and night. The whole operation was managed by Gellert Bleinheim in cooperation with his brother Roland, who supplied the hideout with beggartick blossoms.\nAs for the experiments… The Salamandra mages worked ever-so-tirelessly—using stolen mutagens⁠—to create something far worse than narcotics.\nOf course, until a certain white-haired witcher decided to pay Salamandra a visit...
reward_tree_ep6_syndicate_story_pt1;Rayla genuinely hated elves. She killed countless and gladly boasted about it. Thus, one cannot deny poetic justice to what happened to her in the end.
reward_tree_ep6_syndicate_story_pt2;The elven arrows caught Rayla in Vizima during the fight between the nonhumans and the Order of the Flaming Rose. The mercenary died at the hands of those she hated the most. Or so it seemed.
reward_tree_ep6_syndicate_story_pt3;The Salamandra found Rayla—dying, hardly breathing at all—and subjected her to a mutation process. The mercenary survived, though what remained of her was dubious at best.
reward_tree_ep6_syndicate_story_pt4;Fallen Rayla was robbed of her free will with little of her mind left intact. Only the hatred that had consumed her for years remained—this time, however, her fury was not directed to the nonhumans, but to everyone, including her former companions.
