_inputshopbuymultiple;ACQUISTA
reward_tree_calveit_story_pt1;Jan Calveit mostrava grande interesse per vari campi della conoscenza, tra cui medicina e astrologia. Le critiche che gli venivano mosse riguardavano l'impraticabilità delle sue idee accademiche. Un giorno, questi detrattori scoprirono di aver sbagliato a dubitare di lui...
reward_tree_calveit_story_pt2;Calveit fondò un'università di medicina a Vicovaro. Uno dei dipartimenti dell'accademia divenne ben presto famoso. Pareva che i suoi ricercatori, a differenza dei colleghi più conservatori, preferissero lavorare con i morti piuttosto che con i vivi...
reward_tree_calveit_story_pt3;Ben presto, cominciarono a circolare voci riguardanti soldati feriti a morte, che dai letti dell'ospedale da campo tornavano miracolosamente in battaglia... con il volto rigorosamente coperto. Rifiutandosi categoricamente di rimuovere l'elmo.
reward_tree_calveit_story_pt4;Sconcertati dai sinistri pettegolezzi di soldati che tornavano dal mondo dei morti, gli aristocratici nilfgaardiani cospirarono per assassinare il loro imperatore. Tuttavia, il complotto venne sventato ancor prima di essere messo in moto. Come? Un traditore tra le loro file? Certo che no. Gli astrologi di Calveit avevano da lungo tempo previsto le intenzioni dei cospiratori.
reward_tree_calveit_title;Jan Calveit
reward_tree_cat_2_story_chest;Brehen non aveva mai preso in considerazione di salvare la principessa. E anche se la leggenda avesse avuto un fondo di verità, e ne dubitava fortemente, spezzare la maledizione avrebbe comportato un maggiore impegno e sarebbe stato molto più pericoloso. Il rischio non valeva la ricompensa. Inoltre, i witcher erano fatti per uccidere, e Brehen non intendeva certo sfiancarsi più del dovuto. La taglia sarebbe stata valida se avesse dichiarato l'autodifesa e non vi fossero stati testimoni a dimostrare il contrario. Così, al primo plenilunio, preparate le armi e assunti i decotti, il Gatto di Iello s'intrufolò nelle cripte sotto al palazzo maledetto, pronto a porre fine al sanguinoso regno della striga una volta per tutte. Davanti ai muscoli possenti, agli artigli affilati e alla forma abominevole della creatura, Brehen non mostrò né paura né preoccupazione. Al contrario, avanzò baldanzoso alla vista della principessa maledetta e le si rivolse sprezzante: "Non sei la mia prima sangue blu". Ahimè, sarebbe di certo stata l'ultima...
reward_tree_cat_2_story_pt1;L'addestramento di Brehen era fondato su velocità, agilità e precisione, una serie di abilità perfette per gli ignobili omicidi spesso associati alla Scuola del Gatto, di cui era membro. Nonostante la sua versatilità in combattimento, se si affermasse che l'aspetto più duttile di Brehen era la sua moralità... non si mentirebbe affatto.
reward_tree_cat_2_story_pt2;Come la maggior parte dei suoi simili, Brehen era una canaglia e un reietto. Incline a notevoli sbalzi d'umore e comportamenti eccentrici, attribuiti al processo di mutazione in witcher non completamente andato a buon fine, la natura esplosiva di Brehen era certamente famigerata. Ciò era in special modo dovuto al suo ruolo nel massacro del borgo di Iello, che gli fece guadagnare l'eterno soprannome di "Gatto di Iello".
reward_tree_cat_2_story_pt3;Nel suo viaggio a Vizima, dove intendeva rivendicare la ricompensa per aver guarito la figlia di Re Foltest dalla mostruosa maledizione, Brehen si imbatté in Geralt alla taverna "Il Cervo e il Cinghiale". Convinto che il witcher rivale fosse lì per avere la ricompensa per sé, Brehen affrontò il Lupo Bianco. Spinto dalla fiducia nelle proprie capacità combattive o dal fatto che Geralt fosse al momento disarmato, Brehen provò a costringere il rivale a un duello, dichiarando che solo uno dei due ne sarebbe uscito vivo.
reward_tree_cat_2_story_pt4;Per fortuna, lo scontro tra il Gatto di Iello e il Macellaio di Blaviken non ebbe luogo. Una provvida e improvvisa consegna delle spade di Geralt alterò la dinamica della situazione, e la baldanza di Brehen parve svanire insieme alla sua posizione di vantaggio. Restio ad affrontare la furia del Lupo ad armi pari, il Gatto si allontanò nella notte. Non avrebbe mai più incontrato Geralt, e neppure altri witcher.
reward_tree_cat_2_title;Brehen
reward_tree_cat_avatar_chest_1;In che modo i destini di Geralt e Ciri, rispettivamente un witcher e la principessa di Cintra, divennero per sempre intrecciati? Per la Legge della Sorpresa. Quando il witcher spezzò la maledizione che affliggeva Duny, il Porcospino di Erlenwald, gli fu chiesto cosa desiderasse come ricompensa. "Quello che troverete d'inatteso a casa", replicò Geralt. Poco dopo, Duny scoprì che la moglie Pavetta era incinta di una bambina: Ciri. Sebbene Geralt non avesse intenzione di far rispettare la Legge, gli ingranaggi del destino si erano già messi in moto...
reward_tree_cat_avatar_chest_2;Un periodo buio della vita di Ciri fu quando si unì a un gruppo di banditi, i Ratti. Sempre in fuga e sfinita, Ciri aveva trovato un rifugio tra quei giovani tagliagole fuorilegge. All'inizio si rifiutò di uccidere, ma la sua riluttanza non durò a lungo. Disgustata da se stessa, uccidere la divertiva. E le riusciva molto bene. Alla fine, i suoi compagni vennero massacrati tutti. Ciri sopravvisse per un soffio e venne curata, a un passo dalla morte, da un eremita di nome Vysogota di Corvo. Se le cose fossero andate diversamente, chissà... forse oggi Ciri sarebbe conosciuta non per il suo eroismo, ma per la sua malvagità.
reward_tree_cat_avatar_chest_3;Prima che Cintra cadesse in rovina, la giovane principessa Ciri trascorreva le vacanze sulle Isole Skellige, presso la tenuta di famiglia del clan an Craite. Fu lì che insieme ai figli dello jarl imparò a pattinare sul ghiaccio. Destino volle che questa nuova disciplina l'aiutò a salvarsi dagli assassini niflgaardiani sulle acque gelate di Tarn Mira. In una nebbia densa e lattea, gli aggressori sentivano solo l'inquietante stridio dei suoi pattini provenire da ogni direzione... seguito da raggelanti urla di sorpresa e dolore mentre la principessa li abbatteva uno dopo l'altro con la sua lama.
reward_tree_cat_avatar_story_pt1;Cirilla Fiona Elen Riannon. La Giovane Leonessa di Cintra, la Rondine, Zirael, Falka, Figlia del Sangue Ancestrale, Signora dello Spazio e del Tempo. Una serie di appellativi d'eccezione per una donna eccezionale.
reward_tree_cat_avatar_story_pt2;Figlia di Pavetta e Duny, la giovane principessa trascorse un'infanzia di regale splendore. Ma poi tutto cambiò... La violenza e le fiamme devastarono Cintra, e Ciri fu costretta a fuggire dalla sua famiglia e dalla sua casa...
reward_tree_cat_avatar_story_pt3;Trovò quindi una nuova casa tra le mura di Kaer Morhen, fortezza dei witcher e sede della Scuola del Lupo. Là, sotto lo sguardo vigile di Geralt di Rivia, cominciò un durissimo addestramento. Cosa che si rivelò molto utile, poiché la pace del suo soggiorno non sarebbe durata a lungo. Anzi, non "poteva" durare a lungo, poiché nelle sue vene scorreva Sangue Ancestrale.
reward_tree_cat_avatar_story_pt4;A causa del suo retaggio, Ciri aveva un dono straordinario: la capacità di viaggiare nel tempo e nello spazio. Tuttavia, capì ben presto che questa sua abilità era ben altro che una benedizione: molti erano interessati al suo potere, e avrebbero fatto di tutto per averlo...
reward_tree_cat_avatar_title;Ciri
reward_tree_cat_border_chest_1;I membri della Scuola del Gatto erano famigerati per essere aggressivi e assetati di sangue in battaglia. Perfino quando i nemici, sconfitti, imploravano pietà... non risparmiavano nessuno. Gli abitanti di Honorton appresero questa verità nel modo più brutale. Invece di ricompensare un witcher della Scuola del Gatto per un contratto portato a termine, si tennero il denaro e tentarono di ucciderlo trafiggendolo con un forcone. Gaetan (questo era il nome dell'ammazzamostri) sopravvisse all'aggressione, ma la questione non si chiuse così. Il witcher massacrò l'intero villaggio. Uomini, donne, bambini, anziani e infermi... a prescindere da chi lo aveva tradito. Solo una persona sopravvisse: una bambina di nome Millie...
reward_tree_cat_border_chest_2;Cosa rendeva i witcher della Scuola del Gatto così crudeli e impetuosi? Si ritiene fosse l'effetto collaterale delle loro mutazioni. Mentre negli altri witcher le emozioni venivano soppresse, il miscuglio alchemico usato nella Scuola del Gatto le amplificava. Prima che l'errore nella formula potesse essere corretto, era ormai troppo tardi. Era così nata una nuova generazione di witcher. Una generazione che avrebbe assunto il controllo della Scuola... e che non aveva alcuna intenzione di cambiare la formula.
reward_tree_cat_border_chest_3;Sebbene Ciri si addestrasse alla Scuola del Lupo, indossava il medaglione di quella del Gatto. Lo aveva preso dal cadavere del famigerato cacciatore di taglie Leo Bonhart. Costui si vantava di essere l'unico ad aver battuto un witcher a duello... e non solo uno, considerati i tre medaglioni d'argento appesi alla sua cintura. Lo spadaccino non poté tuttavia abbatterne un quarto, poiché Ciri versò il suo sangue sui freddi ciottoli del castello di Stygga.
reward_tree_cat_border_story_pt1;Ogni scuola dei witcher ha una reputazione propria. Orsi: schivi e sobillatori. Lupi: tradizionalisti. E i Gatti? Più inclini all'uso di spade fatte d'acciaio che d'argento.
reward_tree_cat_border_story_pt2;A differenza degli altri witcher, quelli della Scuola del Gatto non si impegnavano a mantenere una posizione neutrale. Di conseguenza, venivano spesso assoldati come spie e assassini. Del resto, uccidere un nobile era molto più remunerativo dell'abbattere un drowner...
reward_tree_cat_border_story_pt3;La pessima fama dei witcher della Scuola del Gatto si diffuse soprattutto tra le cerchie della nobiltà. Arrivò al punto che re e regine cominciarono a temere per la propria vita. Per i witcher questo non era motivo d'orgoglio, ma di preoccupazione. Poiché ai sovrani non piace sentirsi minacciati...
reward_tree_cat_border_story_pt4;Un giorno, un esercito assaltò la Scuola del Gatto. Il sanguinoso assedio durò tre giorni, durante i quali i difensori perirono tutti fino all'ultimo. E i witcher che non erano presenti all'attacco? Continuarono a viaggiare per le strade del mondo, amareggiati, bramosi di vendetta, senza più niente da perdere...
reward_tree_cat_border_title;Stagione del Gatto
reward_tree_cc_chest_1;Eltibald ricavava le sue profezie non solo dall'osservazione dei corpi celesti, ma anche dalle iscrizioni trovate su sepolcri e menhir di Wozgor e Dauk, culture umane ritenute tra le più antiche e misteriose del Continente. A un certo punto, scoprì la Maledizione Cremisi esaminando gli altari sacrificali del culto di Svalblod a Skellige. Stando agli abitanti delle isole, il crudele semidio era stato distrutto una volta per tutte. Ahimè, non potevano essere più lontani dalla verità...
reward_tree_cc_chest_2;Ovviamente, i mostri dotati di intelletto sapevano della Maledizione Cremisi da molto prima degli umani. Vampiri superiori, coboldi, silvani... tutti percepivano l'avvicinarsi della luna rossa in trepidante attesa. Poiché sapevano che una simile opportunità di regolare i conti con gli umani rischiava di non ripetersi mai più...
reward_tree_cc_chest_3;Gli storici sono da sempre affascinati da un peculiare mistero: com'è possibile che gli umani governino il Continente, dalle Montagne del Drago al Grande Mare, quando i mostri, siano essi bobolak o godling, demòni o leshen, hanno una forza notevolmente superiore? Com'è possibile che gli umani costringano queste potenti bestie a rintanarsi nel cuore delle selve o nelle profondità delle montagne? Alcuni eruditi spiegano la faccenda sottolineando la capacità dell'uomo di costruire strutture sociali complesse, laddove i mostri sono ciecamente trascinati dalla loro sete di sangue. Con l'acume e la proprietà di linguaggio che lo contraddistinguono, una volta Regis ponderò la questione con l'amico Dettlaff van der Eretein. Tuttavia, Regis non poteva sapere che le parole di quel fatidico giorno avrebbero cambiato per sempre il corso della storia...
reward_tree_cc_story_pt1;Fin dall'alba dei tempi, gli uomini scrutano il cielo notturno con occhi curiosi. Tra le stelle, cercano i segni del divino, profezie per il futuro. Ogni tanto li trovano, sebbene spesso a discapito della loro sanità mentale.
reward_tree_cc_story_pt2;Uno di questi chiaroveggenti era un mago di nome Eltibald, che aveva previsto l'imminente arrivo del Sole Nero. La sua opera successiva avrebbe dovuto proclamare una sventura ancora più grande ma, ahimè, morì prima di completare il manoscritto.
reward_tree_cc_story_pt3;Il manoscritto incompleto di Eltibald era intitolato "La Maledizione Cremisi: il risveglio del male". In questo tomo, egli profetizzava che nel momento in cui la luna si fosse tinta di rosso, i mostri, di cui ai tempi l'umanità era ignara, si sarebbero manifestati per banchettare con carne e sangue.
