_inputshopbuymultiple;구매
reward_tree_draconid_2_story_pt3;원정대는 대부분 다양한 보상을 바라고 상처 입은 미르그타브라케를 추격했지만, 위쳐와 기사가 원정에 참여한 데는 다른 이유가 있었습니다. 게롤트는 자신과 소서리스의 연결 고리를 끊어내지 못했습니다. 그래서 다시 한번 예니퍼를 따라 원정에 참여한 것이었지요. 반면에, 인간들 사이에서 세 갈까마귀 보치라는 이름을 쓰고 있던 빌렌트레텐메르스는 단 하나의 목적을 위해 원정에 참여했습니다. 바로 미르그타브라케를 구하기 위해서였지요.
reward_tree_draconid_2_story_pt4;원정대가 미르그타브라케가 숨어 있는 동굴에 다다르자, 미르그타브라케가 목숨이 위험한 걸 알면서도 도망치지 못한 이유가 밝혀졌습니다. 바로 자신의 알과 그 안의 소중한 딸을 소위 괴물 사냥꾼이라 불리는 자들에게 넘겨줄 수 없기 때문이었지요. 이들은 생명체에게 지능이 있든 말든 신경도 쓰지 않는 뻔뻔한 자들이었습니다. 다행히 위쳐에게는 아직 "규율"이 있었기에, 리비아의 게롤트는 빌렌트레텐메르스를 도와 녹색 용과 그녀의 딸을 지켜냈습니다. 원정대의 다른 사람들은... 보물이나 영광 대신, 자신이 저질렀던 것과 마찬가지로 피의 대가를 치르게 되었지요.
reward_tree_draconid_2_title;미르그타브라케
reward_tree_dryad_2_story_chest;오래전, 아글라이스는 남몰래 무언가를 맹세했습니다.\n운명이라는 것이 늘 그렇듯이, 아글라이스는 출중한 실력 덕분에 그 맹세를 지킬 수 있었습니다. 아글라이스는 나무 사이를 기어 다니는 어린아이일 때부터, 하마드라이어드 사이에서도 천부적인 재능을 보여 주었지요. 이 때문에 에트나는 단 한 번도 아글라이스에게 평화의 맹세를 어기고 무기를 들라고 강요하지 않았습니다. 심지어 전쟁 중에도 말이지요. 치유사는 살인을 증오했습니다. 아글라이스는 모든 생물의 자연스러운 최후를 뜻하는 죽음은 받아들였지만, 다른 존재에게 죽음을 안겨 줄 수 있는 일은 거부했습니다.\n그리고 실제로도 그렇게 했지요.
reward_tree_dryad_2_story_pt1;리비아의 게롤트가 만신창이가 되어 이곳에 왔을 때, 아글라이스는 유명한 온천 유역인 콜 세라이의 선임 치유사였습니다. 위쳐는 타네드 섬에서 마법사 빌게포츠와의 전투 중에 큰 상처를 입어 도움이 절실한 상태였지요. 하마드라이어드의 따뜻한 손길이 아니었다면, 위쳐는 다시 전장에 설 수 없었을 것입니다.
reward_tree_dryad_2_story_pt2;콜 세라이의 뛰어난 치유사는 과묵한 것으로 유명했는데, 사실 이유는 간단했습니다. 얘기를 주고받는다고 해서 더 빨리 낫는 사람을 본 적이 없기 때문이었지요. 그래서 아글라이스는 꼭 필요한 상황에서만 신중히 말을 건넸습니다. 굳이 말할 필요가 없을 때는 조용히 있었지요.
reward_tree_dryad_2_story_pt3;선임 치유사는 자연의 힘 외에도, 숲의 물과 치유용 나무뿌리를 사용했습니다. 그중 가장 유명한 것은 콘헬과 컴프리를 섞은 것이었지요. 하지만 치명적인 상처를 치료할 때 가장 중요한 것은 하마드라이드 자신의 출중한 실력입니다.
reward_tree_dryad_2_story_pt4;드라이어드와 그 일족에 대한 일반적인 생각과 달리, 아글라이스는 놀랍게도 인간과 비인간을 대할 때 차이가 없었습니다. 아프거나 다친 자가 있다면, 아글라이스는 아무것도 따지지 않고 환자의 회복을 위해 최선을 다할 것입니다.
reward_tree_dryad_2_title;아글라이스
reward_tree_dryad_avatar_chest_1;트리스 메리골드는 언덕의 14번째라고도 불립니다. 그 별명은 북부 왕국을 위해 싸우다 전사한 여러 마법사와 소서리스가 전사한 소든 전투에서 비롯된 것입니다. 트리스도 다른 이들처럼 강력한 마법에 쓰러졌다는 얘기가 있었지만, 다행히 그 소문은 과장된 것이었습니다...
reward_tree_dryad_avatar_chest_2;라도비드 5세가 마법사 사냥을 시작했을 때, 트리스는 다른 소서리스와 마찬가지로 중립 도시인 노비그라드로 피신했습니다. 하지만 트리스를 비롯해 소서리스들은 피난처에서 함정에 빠졌고, 이터널 파이어 교단의 광신도 사제들에 의해 마법사와 소서리스 시체는 하나둘 쌓여갔습니다. 생존자들은 트리스 덕분에 가까스로 목숨을 건질 수 있었는데, 그중에는 백발의 위쳐도 있었습니다.
reward_tree_dryad_avatar_chest_3;트리스를 흠모하는 자들은 많았지만 진정한 연인은 단 한 명, 하얀 늑대라 불리는 리비아의 게롤트였습니다. 둘은 살라만드라의 케어 모헨 포위, 록 무인에서의 폭동, 노비그라드 마법사들의 대이동, 와일드 헌트에 대항한 전투에 이르기까지 수많은 시련을 함께했지만 늘 선혈이 낭자한 비극만 있었던 것은 아닙니다. 트리스와 게롤트가 나눴던... 은밀한... 순간순간에 관한 이야기는 저명한 역사가들조차 함부로 거론하지 못합니다.
reward_tree_dryad_avatar_story_pt1;일반적으로 알려진 것과 달리, 드라이어드가 인간을 숲으로 들이는 경우도 있었습니다. 유명한 궁수이자 길잡이였던 밀바 배링도 그중 하나였지요. 브로킬론의 적들이 밀바와 드라이어드의 관계를 모른 채 그녀를 고용해 드라이어드를 치도록 명령하면, 밀바는 매복이 있는 지역으로 병사들을 이끌었습니다...
reward_tree_dryad_avatar_story_pt2;이름이 알려진 드라이어드는 손에 꼽을 정도인데, 그중 한 명은 마스터 단델라이온의 발라드 덕분에 유명해진 브라엔입니다. 브라엔은 여느 드라이어드와 달리 녹색 눈과 피부를 지니지 않았습니다. 다시 말해, 그녀는 어렸을 적에 인간이었고 브로킬론의 물을 통해 운명이 바뀌었다는 뜻입니다.
reward_tree_dryad_avatar_story_pt3;브라엔은 그 영향으로 자신의 과거는 물론, 이름까지도 잊어버리게 되었습니다. 그녀는 자신의 과거를 뒤로하고 다른 무자비한 드라이어드 자매들처럼 브로킬론의 경계를 지켰습니다.
reward_tree_dryad_avatar_story_pt4;드라이어드는 극심한 상처를 입더라도 탁월한 치유 마법으로 살아남을 수 있습니다. 실제로 빌게포츠와의 전투 후 사경을 헤매던 리비아의 게롤트를 살려준 것도 바로 드라이어드였습니다. 하얀 늑대 게롤트는 뼈가 으스러져 다시는 걷지 못할 것 같았지만, 에트나의 보살핌 덕분에 여정을 계속 이어 나갈 수 있었습니다.
reward_tree_dryad_avatar_title;모렌
reward_tree_dryad_border_chest_1;이름이 알려진 드라이어드는 손에 꼽을 정도고, 그중 하나가 마스터 단델라이온의 발라드 덕분에 유명해진 브라엔입니다. 브라엔은 여느 드라이어드와 달리 녹색 눈과 피부를 지니지 않았습니다. 즉, 어렸을 적 그녀는 인간이었고 브로킬론의 물을 통해 운명이 바뀌었다는 뜻입니다. 브라엔은 그 영향으로 자신의 과거는 물론, 이름까지도 잊어버리게 되었습니다. 그녀는 자신의 과거를 뒤로하고 다른 무자비한 드라이어드 자매들처럼 브로킬론의 경계를 지켰습니다.
reward_tree_dryad_border_chest_2;일반적으로 알려진 것과 달리, 드라이어드가 인간을 숲으로 들이는 경우도 있었는데, 유명한 궁수이자 길잡이였던 밀바 배링이 그중 하나였습니다. 브로킬론의 적들이 밀바와 드라이어드의 관계를 모른 채 그녀를 고용해 드라이어드를 치도록 명령하면, 밀바는 매복이 있는 지역으로 병사들을 이끌었습니다...
reward_tree_dryad_border_chest_3;드라이어드는 극심한 상처를 입더라도 탁월한 치유 마법으로 살아남을 수 있습니다. 실제로 빌게포츠와의 전투 후 사경을 헤매던 리비아의 게롤트를 살려준 것도 바로 드라이어드였습니다. 하얀 늑대 게롤트는 뼈가 으스러져 다시는 걷지 못할 것 같았지만, 에트나가 돌봐준 덕분에 여정을 계속할 수 있었습니다.
reward_tree_dryad_border_story_pt1;오싹한 여인들이라고도 불리는 드라이어드는 알다시피 전부 여성입니다. 자식을 낳으려면 인간 남자가 필요할 수밖에 없는 존재지요. 여기서 몇 가지 의문이 생깁니다... 그들의 정체는 대체 무엇일까요? 어디서 비롯된 존재일까요?
reward_tree_dryad_border_story_pt2;여러 학자가 드라이어드는 노움이나 브란처럼 독립적인 종족이 아니라 인간이 마법으로 변이한 종이라고 주장합니다. 그게 사실이라면 드라이어드는 늑대인간과 같이 저주받은 존재로 평가될 겁니다...
reward_tree_dryad_border_story_pt3;어떤 전설에 따르면 최초의 드라이어드는 엘프들이 전투에서 아엔 쉐이드를 지원하려고 마법을 걸어준 인간 여자들이었다고 합니다. 하지만 그들은 마법을 부린 자의 의도와는 달리, 숲으로 들어가 오늘날까지 그 모습을 드러내지 않고 있습니다.
reward_tree_dryad_border_story_pt4;그렇다면 소위 오싹한 여인들이라 불리는 그들 자신은 어떨까요? 자신들의 기원에 대해 알고 있을까요? 옥센푸르트의 의욕 넘치는 학생 하나가 그 물음에 답을 구하기 위해 브로킬론으로 향했지만, 그 이후 행방이 묘연해졌습니다... 수십 년이 지난 후, 학자들은 그 학생과 비슷한 모습을 한 젊은 드라이어드들을 목격했습니다...
reward_tree_dryad_border_title;드라이어드 시즌
reward_tree_eist_chest_1;에이스트 튀샤흐와 칼란테 사이에는 아이가 없었습니다. 어떤 이들은 신트라의 암사자가 나이가 많아 후계자를 낳지 못하는 것이라 했습니다. 이번이 그녀의 두 번째 결혼식이었기 때문입니다. 하지만 에이스트의 최측근은 그가 아버지가 될 마음이 없다는 사실을 알고 있었습니다. 칼란테의 딸 파베타가 지닌 힘을 목격한 이후로 말이지요. 신트라 왕족의 피에는 고대 혈통의 피가 흘렀고, 에이스트는 그 피가 스켈리게의 다혈질과 합쳐지면 좋지 않은 결과를 가져오리라 생각했습니다.
reward_tree_eist_chest_2;에이스트는 섬에서 소문난 뱃사람이었습니다. 그는 롱쉽을 마음대로 조종하여 달빛도 없는 깜깜한 밤에도 스켈리게에서 가장 좁은 피오르를 항해했으며, 전속력으로 가장 사나운 태풍을 뚫고 자기 배보다 두 배도 더 큰 닐프가드 함대를 가파른 해안가로 쳐넣었습니다. 이런 에이스트가 신트라에 정착하게 될 거라고 그 누가 상상조차 할 수 있었을까요...
reward_tree_eist_chest_3;에이스트는 항해 중에 종종 하늘의 별들을 바라보며 항로를 확인하곤 했습니다. 그러던 어느 날, 여느 때처럼 갑판 위에 편히 누워 하늘을 바라보던 에이스트는 별들이 배의 위치 말고도 더 많은 이야기를 하고 있음을 깨달았습니다. 그리고 쾌활하고 근심, 걱정 없는 모험가였던 에이스트는 그날 이후 어둡고 암울한 성격으로 변해버렸습니다. 그날 밤하늘의 별에서 도대체 무엇을 보았는지 사람들이 물을 때면 에이스트는 그저 '미래'라고 대답할 뿐이었습니다.
reward_tree_eist_story_pt1;에이스트는 여느 섬사람들과는 다른 모습이었습니다. 어두운 머리칼과 눈에 띄는 주름, 태양에 상한 피부까지... 그는 군계일학이었습니다. 이따금씩 지평선 너머 먼 곳을 응시하는 그의 모습에서 깊은 갈망이 느껴졌습니다. 마치 스켈리게 해안 너머 어딘가에 마음을 빼앗긴 듯한 것처럼...
reward_tree_eist_story_pt2;결국 에이스트는 고향을 떠나 신트라의 그 유명한 여왕, 칼란테의 곁에 정착했습니다. 구릿빛 피부를 지닌 해적의 눈길 한 번에 얼음장 같던 여왕의 마음은 스르르 녹아버렸다고 합니다...
reward_tree_eist_story_pt3;에이스트는 칼란테를 몹시 사랑했지만 신트라에서 진정한 행복을 찾을 수는 없었습니다. 별들에 쓰인 끔찍한 재앙이 닥쳐올 것만 같은 불길한 예감을 떨쳐내지 못했기 때문입니다...
reward_tree_eist_story_pt4;실제로 에이스트와 칼란테가 혼인한 후 몇 년이 지나서 닐프가드가 신트라를 공격해왔습니다. 에이스트는 바다의 분노를 등에 업고 맹렬히 싸웠지만, 결국 적의 화살에 쓰러지고 말았습니다. 그의 고향, 스켈리게가 에이스트의 마지막 안식처가 되었습니다. 칼란테의 시신은 발견되지 않았기에 에이스트 홀로 그곳에 묻혀 있습니다.
reward_tree_eist_title;에이스트 튀샤흐
reward_tree_eithne_chest_1;드라이어드는 원하는 대로 식물을 자라나게 할 수 있는 능력이 있습니다. 이들은 이 능력으로 방어 시설, 집, 그리고 궁을 짓지만, 그 과정이 매우 느려 어떨 때는 수백 년이 걸리기도 합니다... 하지만 다행스럽게도 드라이어는 인내심이 강합니다.
