_inputshopbuymultiple;COMPRAR
reward_tree_ep6_nrealms_story_chest;La escuela de brujos del Grifo se emplazaba en el interior de los muros de la fortaleza de Caer y Seren, conocida como Kaer Seren en lengua común. Se trataba de una fortificación prominente debido a su ubicación. No porque se hallara en las costas del Gran Mar, sino por su cercanía a las Montañas del Dragón. A consecuencia de ello, llegar a Kaer Seren por tierra resultaba una tarea demasiado amedrentadora para la mayoría. El lugar también proporcionaba acceso a los residentes de Kaer Seren a los mercaderes marítimos, lo que garantizaba que siempre estuvieran bien aprovisionados. Los brujos del Grifo, armados con ballestas, con una posición ventajosa y una solvente fuente de suministros, estaban preparados para rechazar cualquier ataque.\nNo obstante, no se utilizó ni un solo soldado para destruir Kaer Seren.\nHaciendo uso de las propias montañas que durante tanto tiempo habían protegido a los brujos del Grifo, el Consejo de Magos volvió las tornas y desencadenó una devastadora avalancha... que los sepultó vivos. Solo sobrevivió Keldar.\nEl viejo mentor aún custodia la fortaleza en ruinas de su adorada escuela.
reward_tree_ep6_nrealms_story_pt1;Erland de Larvik fue uno de los primeros brujos que creó Alzur, y llegó a convertirse en la personificación perfecta de la visión del mago, a pesar de odiarlo con todas sus fuerzas, a él y a sus denominadas «pruebas».
reward_tree_ep6_nrealms_story_pt2;Sin embargo, el maestro de la escuela del Grifo creía de forma genuina en los mismos valores que profesaba Alzur. Al igual que el mago, se sabía de memoria la «Guía de las virtudes caballerescas» y podía recitar cualquier pasaje del libro sobre la marcha. Erland aprendió incluso esgrima de uno de los bisnietos del autor. En cierto modo, se convirtió en caballero antes de convertirse en brujo.
reward_tree_ep6_nrealms_story_pt3;Este fue uno de los motivos por los que Erland fundó su propia escuela: para guiar a los brujos hacia virtudes más nobles, con la esperanza de cambiar la percepción que la gente de a pie tenía de ellos. Tal vez algún día, imaginaba, dejarían de temer a los cazadores de monstruos y en su lugar mostrarían respeto y gratitud.
reward_tree_ep6_nrealms_story_pt4;Erland de Larvik también concibió un futuro en el que los brujos del Grifo no tuvieran que cobrar a nadie por sus servicios. Con este fin, una vez se conoció su nombre, el brujo empezó a visitar las cortes reales con objeto de persuadir a los gobernantes de que realizaran donativos a su causa. De tener éxito, incluso un mendigo sin blanca podría contar con la ayuda de un brujo del Grifo.\nDesafortunadamente, aunque los aristócratas respetaban a Erland, no eran capaces de vislumbrar ningún beneficio para dicha inversión, de modo que las propuestas del brujo eran rechazadas una y otra vez.
reward_tree_ep6_nrealms_title;Erland de Larvik
reward_tree_ep6_scoiatael_story_chest;La escuela de brujos del Gato no tenía una sede específica. Durante años, existieron numerosos escondites en los que los brujos sometían a sus aprendices a las mutaciones. Crearon un sinfín de campamentos donde entrenaban juntos. No obstante, el fundador de la escuela del Gato en realidad fue «creado» en el castillo de Stygga y, por tanto, ese fue su primer hogar.\nAunque no por mucho tiempo.\nRebelándose contra aquellos que los habían creado, el joven Gezras guio a otros brujos en su huida del castillo. Huelga decir que tuvieron que ganarse su libertad por la fuerza. Tras los dolorosos experimentos a los que habían sido sometidos, muchos estaban más que dispuestos a derramar la sangre de los magos que les habían hecho sufrir.\nMás tarde, los brujos del Gato se hicieron más fuertes, engrosando sus filas con brujos mal mutados que habían sido rechazados por otras escuelas. Los marginados hicieron causa común para crear las siguientes generaciones mediante depravados métodos experimentales. Con el tiempo, sus retorcidas mutaciones y su temperamento agresivo les granjearon el desprecio de las demás escuelas.
reward_tree_ep6_scoiatael_story_pt1;Gezras, nacido medio elfo, fue considerado una abominación y vendido a los magos del castillo de Stygga a muy temprana edad. Sus mutaciones formaban parte de un nuevo proceso ideado para mitigar más de lo normal las emociones de los aspirantes a brujos. La nueva fórmula, sin embargo, fracasó... y de forma espectacular. En lugar de inhibir las emociones, el método —qué ironía— las potenció, lo que provocó que Gezras y sus nuevos hermanos fueran permanentemente volátiles y con tendencia al comportamiento errático.
reward_tree_ep6_scoiatael_story_pt2;Los magos, más preocupados por descubrir el origen de su error que por el bienestar de sus sujetos de pruebas, encerraron a la remesa defectuosa con la idea de analizarla minuciosamente hasta obtener una solución. Abriéndose paso entre una pila de cadáveres desechados, apenas con un hálito de vida, Gezras fue capaz de salir a rastras y liberar al resto de sus hermanos cautivos. Juntos, mal que bien, lograron escapar entrada la noche antes de que los magos reanudaran sus trabajos.
reward_tree_ep6_scoiatael_story_pt3;Durante los siguientes años, encontraron refugio entre los Aen Seidhe, quienes les ayudaron a esconderse de aquellos que todavía pretendían enmendar sus errores del pasado. A cambio de su asilo, emplearon sus habilidades para entablar una guerra de guerrillas y cometer asesinatos en nombre de los elfos.
reward_tree_ep6_scoiatael_story_pt4;Tras aumentar su número y sus fuerzas, los brujos felinos se infiltraron en los aposentos de sus desatinados creadores y los masacraron mientras dormían. Gezras, tras saciar por fin su sed de venganza, lideró a su recién formada escuela del Gato hacia el norte, donde, liberados de su malsano pasado, podían empezar de cero.
reward_tree_ep6_scoiatael_title;Gezras de Leyda
reward_tree_ep6_skellige_story_chest;La sede de la escuela de brujos del Oso se encontraba tras los gélidos muros de Haern Caduch, una remota fortaleza enclavada entre los picos de las montañas Amell. Sobrevivir tras estas desapacibles paredes resultaba un desafío constante, en particular para los jóvenes aprendices. Cuando uno no estaba acurrucado al calor del hogar para evitar el congelamiento o sepultado en pieles para mantener a raya la hipotermia, siempre tenía que retirar la inagotable nieve del patio... No es de extrañar que los brujos del Oso hayan demostrado una resistencia extraordinaria, incluso en comparación con sus homólogos.\nAl final —se dice que por sus inclinaciones hostiles— las aldeas circundantes se unieron, acordaron que preferían compartir la montaña con monstruos que con brujos, y marcharon hacia la fortaleza. Al no tener apenas vínculos de hermandad entre ellos, los brujos decidieron dejar atrás Haern Caduch y tomar cada uno su camino en lugar de participar en una matanza carente de sentido.\nLa propia fortaleza permanece relativamente intacta a día de hoy, aunque oculta bajo una capa de nieve cada vez más gruesa.
reward_tree_ep6_skellige_story_pt1;Algunos dirían que Arnaghad nació testarudo. Se mostraba insolente ante cualquier persona con autoridad, aborrecía a quien intentara imponerle su voluntad y anteponía su albedrío por encima de todo. Esto, en buena medida, asentó los cimientos para la idea de formar su propia escuela de brujos.
reward_tree_ep6_skellige_story_pt2;Mientras que otros brujos veían su oficio como un deber —un propósito que trascendía la mera necesidad—, Arnaghad lo percibía simplemente como lo que era: un trabajo. Un brujo tenía que buscar contratos, matar monstruos y ganar dinero. Cualquier añadido era, a su juicio, un sinsentido pomposo para alimentar el ego.
reward_tree_ep6_skellige_story_pt3;Al no querer convertirse en esclavo de un código en el que no creía, reunió a un puñado de brujos con la misma idiosincrasia y se aventuraron hacia las montañas Amell, para asentarse en una fortaleza rodeada de laderas congeladas y fundar la escuela del Oso; un lugar en el que pudieran enseñar a los aspirantes a brujo el sentido práctico de su oficio, sin las distracciones de las «virtudes honorables» que obstaculizaban su adiestramiento.
reward_tree_ep6_skellige_story_pt4;Paradójicamente, fueron los fundamentos de la escuela de Arnaghad los que la condujeron al abandono, pues los brujos del Oso, al carecer de sentimientos de camaradería o hermandad que los unieran, al final optaron por separar sus caminos al no ver ninguna razón práctica para quedarse y mantenerse fieles los unos a los otros o al maestro de su escuela.
reward_tree_ep6_skellige_title;Arnaghad
reward_tree_ep6_syndicate_story_chest;El principal escondite de la Salamandra se encontraba en las cloacas de la ciudad de Wyzima. Allí se hallaban tanto los laboratorios, donde elaboraban el fisstech y llevaban a cabo sus experimentos, como los dormitorios de todos sus miembros. Gracias a ello, la producción de fisstech no se detenía ni un momento. Los alquimistas trabajaban en la droga sin descanso, día y noche. Al mando de las operaciones estaba Gellert Bleinheim, en colaboración con su hermano Roland, que suministraba al escondite las flores de romerillo.\nEn cuanto a los experimentos..., los magos de la Salamandra trabajaban denodadamente —usando mutágenos robados— para crear algo mucho peor que los narcóticos.\nHasta que cierto brujo de pelo cano decidió hacer una visita a la Salamandra, claro está...
reward_tree_ep6_syndicate_story_pt1;Rayla odiaba con toda su alma a los elfos. Mató a un número incalculable y se jactaba de ello. Así, uno no puede negar que existiera cierta justicia poética en cuanto a su final.
reward_tree_ep6_syndicate_story_pt2;Las flechas élficas alcanzaron a Rayla en Wyzima durante la lucha entre los no humanos y la Orden de la Rosa Llameante. La mercenaria murió a manos de aquellos a quienes más odiaba. O eso pareció.
reward_tree_ep6_syndicate_story_pt3;La Salamandra encontró a Rayla —agonizando y con apenas un hálito de vida— y la sometió a un proceso de mutación. La mercenaria sobrevivió, aunque lo que quedó de ella acabó en un estado lamentable.
reward_tree_ep6_syndicate_story_pt4;Rayla mutada fue desprovista de su libre albedrío y poco quedó intacto en su mente. Solo permaneció el odio que la había consumido durante años, aunque esta vez su furia no iba dirigida a los no humanos, sino a todos los seres vivos, incluidos sus antiguos compañeros.
reward_tree_ep6_syndicate_title;Rayla mutada
reward_tree_ep7_ep7_main_chest_1;Si el poder absoluto corrompe de forma absoluta, entonces se pueden encontrar motivos para la preocupación que rodea el tema de la magia. Durante miles de años, aquellos que ansiaban el poder han usado la energía mística como componente esencial de sus viles acciones. Desde el abuso de la nigromancia prohibida y la guerra alquímica por parte de Nilfgaard hasta los perversos ritos sacrificiales de las islas Skellige, el caos se ha explotado de forma constante sin restricciones. De hecho, solo hay que echar un vistazo al lado oscuro de la historia de la magia para comprender el odio que muchos le profesan.
reward_tree_ep7_ep7_main_chest_2;Fue mucho antes del reinado de Radovid V cuando surgieron los primeros prejuicios hacia los magos. Con la intención de poner el foco en el lado negativo de estas prácticas, un grupo de iconoclastas empezó a referirse a la magia como brujería, dirigiendo la atención en particular hacia los actos de unos cuantos corruptos. En poco tiempo, las historias sobre brujas malvadas y sus siniestras maquinaciones se extendieron a lo largo y ancho del continente, vilipendiando a quienes empleaban la hechicería, tanto buena como mala, y avivando las llamas de una persecución generalizada. Desde plebeyos hasta aristócratas, la gente comenzó a considerar la magia como una profanación del orden natural, y a todos los que hacían uso de ella como seres despreciables y engreídos, desviados y depravados. Poco después, la percepción general de la magia dio un giro violento: las cazas de brujas se convirtieron en algo común y las piras empezaron a arder con intensidad por todo el continente, consumiendo con sus llamas a culpables e inocentes por igual.
