_inputshopbuymultiple;购买
shop_leaders_monsters_desc;血月高升！\n\n获取 2 张全新的怪兽阵营传说级卡牌，分别为“暗影长者”和“狄拉夫·艾瑞廷”，另有 6 张契合吸血鬼牌组的卡牌。\n\n内含：<sprite="PopupIcons" name="Card">卡牌：暗影长者\n<sprite="PopupIcons" name="Card">卡牌：狄拉夫·艾瑞廷\n<sprite="PopupIcons" name="Card">卡牌：卡塔卡恩\n<sprite="PopupIcons" name="Card">卡牌：加尔\n<sprite="PopupIcons" name="Card">卡牌：夜行吸血鬼 x2 \n<sprite="PopupIcons" name="Card">卡牌：尖啸女妖 x2
shop_leaders_monsters_title;血月礼包
shop_leaders_nilfgaard_desc;壮大你的密探队伍！\n\n获取 2 张全新的尼弗迦德阵营传说级卡牌，分别为“安娜·亨利叶塔”和“恩希尔‧恩瑞斯”，另有 6 张契合潜伏牌组的卡牌。\n\n内含：\n<sprite="PopupIcons" name="Card">卡牌：恩希尔‧恩瑞斯\n<sprite="PopupIcons" name="Card">卡牌：安娜·亨利叶塔\n<sprite="PopupIcons" name="Card">卡牌：约阿希姆·德·维特\n<sprite="PopupIcons" name="Card">卡牌：亚托列司·薇歌\n<sprite="PopupIcons" name="Card">卡牌：女爵的告密者 x2\n<sprite="PopupIcons" name="Card">卡牌：煽动的贵族 x2
shop_leaders_nilfgaard_title;密探礼包
shop_leaders_northern_desc;陛下！大军正在等待您的下令！\n\n获取 2 张全新的北方领域阵营传说级卡牌，分别为“弗尔泰斯特国王”和“女王米薇”，另有 6 张可以与其联动的卡牌。\n\n内含：\n<sprite="PopupIcons" name="Card">卡牌：弗尔泰斯特国王\n<sprite="PopupIcons" name="Card">卡牌：女王米薇\n<sprite="PopupIcons" name="Card">卡牌：维赛基德\n<sprite="PopupIcons" name="Card">卡牌：埃格蒙德\n<sprite="PopupIcons" name="Card">卡牌：拉多维德皇家护卫 x2\n<sprite="PopupIcons" name="Card">卡牌：莱里亚长矛兵 x2
shop_leaders_northern_title;御林军礼包
shop_leaders_scoia_desc;是时候从阴影中出击了！\n\n获取 2 张全新的松鼠党阵营传说级卡牌，分别为“布罗瓦尔·霍格”和“艾尔丹恩”，另有 6 张契合陷阱牌组的卡牌。\n\n内含：\n<sprite="PopupIcons" name="Card">卡牌：布罗瓦尔·霍格\n<sprite="PopupIcons" name="Card">卡牌：艾尔丹恩\n<sprite="PopupIcons" name="Card">卡牌：亚伊文\n<sprite="PopupIcons" name="Card">卡牌：陷坑陷阱\n<sprite="PopupIcons" name="Card">卡牌：弗妮希尔的突击队 x2\n<sprite="PopupIcons" name="Card">卡牌：碎骨陷阱 x2
shop_leaders_scoia_title;突击队礼包
shop_leaders_skellige_desc;劫掠一空！\n\n获取 2 张全新的史凯利格阵营传说级卡牌，分别为“克拉茨·奎特”和“埃斯特·图尔赛克”，另有 6 张可以与其联动的卡牌。\n\n内含：\n<sprite="PopupIcons" name="Card">卡牌：克拉茨·奎特\n<sprite="PopupIcons" name="Card">卡牌：埃斯特·图尔赛克\n<sprite="PopupIcons" name="Card">卡牌：“黑手”霍格\n<sprite="PopupIcons" name="Card">卡牌：茱塔‧迪门\n<sprite="PopupIcons" name="Card">卡牌：装甲战舰 x2\n<sprite="PopupIcons" name="Card">卡牌：恐狼勇士 x2
shop_leaders_skellige_title;突袭礼包
shop_leaders_syndicate_desc;好好乐上一乐吧！\n\n获取 2 张全新的辛迪加阵营传说级卡牌，分别为“霍桑二世”和“砍刀”，另有 6 张可以与其联动的卡牌。\n\n内含：\n<sprite="PopupIcons" name="Card">卡牌：砍刀\n<sprite="PopupIcons" name="Card">卡牌：霍桑二世\n<sprite="PopupIcons" name="Card">卡牌：针牙爵士\n<sprite="PopupIcons" name="Card">卡牌：霍桑的怪诞秀\n<sprite="PopupIcons" name="Card">卡牌：一对好友 x2 \n<sprite="PopupIcons" name="Card">卡牌：私运 x2
shop_leaders_syndicate_title;恶徒礼包
shop_love_cardback_desc;沉浸于爱吧！\n\n该卡背曾在野猪年 - “爱慕之月”赛季作为可解锁装饰品首度推出。
shop_love_cardback_title;卡背：“爱慕之月”赛季
shop_love_festival_gameboard_desc;<sprite="PopupIcons" name="Board">战场：爱的时节\n\n与诺维格瑞的骗子和暴徒一起庆祝爱的时节！
shop_love_festival_gameboard_title;战场：爱的时节
shop_lubberkin_bundle_desc;<sprite="PopupIcons" name="Border">边框：家事妖精\n\n<sprite="PopupIcons" name="Avatar">头像：家事妖精\n\n<sprite="PopupIcons" name="Title">称号：家事妖精\n\n为它取名，给它一个家，对它爱如己出。最后，你付出的爱将得到回报，暖上心头。
shop_lubberkin_bundle_title;家事妖精捆绑包
shop_lucky_bundle_desc;<sprite="PopupIcons" name="Coin">幸运币\n\n<sprite="PopupIcons" name="Title">称号：“幸运儿”\n\n希望它带给你好运。
shop_lucky_bundle_title;好运来捆绑包
shop_lunar_cardback_desc;一起欢庆春节吧！\n\n欢庆牛年！
shop_lunar_cardback_desc_sale;<sprite="PopupIcons" name="CardBack">卡背：公牛 \n\n加入春节庆典吧！\n该卡背春节特卖活动期间七折优惠。
shop_lunar_cardback_title;卡背：福
shop_one_click_payment_description;使用卡号后四位为 {0} 的信用卡支付
shop_open_preorder_pack_desc;扩展包上线时，更新客户端至最新版本，即可开启此礼包。
shop_open_preorder_pack_title;开启失败
shop_ornaments_category_1;卡背
shop_ornaments_category_2;领袖皮肤
shop_ornaments_category_3;战场
shop_ornaments_category_4;捆绑包
shop_ornaments_category_5;特惠
shop_packs_category_1;阵营礼包
shop_packs_category_2;新手包
shop_popular;人气之选
shop_powder_section_description;星尘可将普通卡牌幻化为带有额外动画和特效的闪卡。
shop_powder_section_title;星尘
shop_priscilla&dandelion_desc;<sprite="PopupIcons" name="CardBack">卡背：巡演伙伴\n\n<sprite="PopupIcons" name="Avatar">头像：巡演的丹德里恩\n\n<sprite="PopupIcons" name="Avatar">头像：巡演的普希拉\n\n<sprite="PopupIcons" name="Border">边框：巡演舞台\n\n<sprite="PopupIcons" name="Title">称号：“巡演诗人”\n\n爱有千般模样，巡演伙伴也是其中之一\n该捆绑包内含曾在巨橡年“情人节活动”首度推出的可解锁装饰品。
shop_priscilla&dandelion_event_desc;<sprite="PopupIcons" name="CardBack">卡背：巡演伙伴\n\n<sprite="PopupIcons" name="Border">边框：巡演舞台\n\n<sprite="PopupIcons" name="Avatar">头像：巡演的丹德里恩\n\n<sprite="PopupIcons" name="Avatar">头像：巡演的普希拉\n\n<sprite="PopupIcons" name="Title">称号：巡演诗人\n\n爱有千般模样，比如联奏曲和奏鸣曲。
shop_priscilla&dandelion_title;普西拉与丹德里恩捆绑包
shop_product_timer_label;限时上架：
shop_questionable_morality_pack_desc;钩直饵咸，吸引敌人，假借混乱，取敌首级。\n\n获取 2 张全新辛迪加阵营传说级卡牌：乞丐王和赛勒斯·恩格尔凯德·赫梅尔法特，外加 6 张配合辛迪加阵营的其他闪卡。\n\n本礼包内含：\n<sprite="PopupIcons" name="Card">1x 乞丐王闪卡\n<sprite="PopupIcons" name="Card">1x 赛勒斯·赫梅尔法特闪卡\n<sprite="PopupIcons" name="Card">1x 白裘阿德里亚诺闪卡（史诗）\n<sprite="PopupIcons" name="Card">1x 赫斯特中尉闪卡（史诗）\n<sprite="PopupIcons" name="Card">2x 火蜥蜴帮法师闪卡（稀有）\n<sprite="PopupIcons" name="Card">2x 烈焰蔷薇骑士团牧师闪卡（稀有）
shop_questionable_morality_pack_title;败德辱行礼包
shop_schemes_and_order_pack_desc;战争就是欺诈的艺术！\n\n获取 2 张全新尼弗迦德阵营传说级卡牌：约翰·卡尔维特和阿达尔·爱普·达西，外加 6 张配合尼弗迦德阵营的其他闪卡。\n\n本礼包内含：\n<sprite="PopupIcons" name="Card">1x 约翰·卡尔维特闪卡\n<sprite="PopupIcons" name="Card">1x 阿达尔·爱普·达西闪卡\n<sprite="PopupIcons" name="Card">1x 重弩海尔格闪卡（史诗）\n<sprite="PopupIcons" name="Card">1x扼喉者之毒闪卡（史诗）\n<sprite="PopupIcons" name="Card">2x 暗袭闪卡（稀有）\n<sprite="PopupIcons" name="Card">2x 实验药品（稀有）
shop_schemes_and_order_pack_title;阴谋与秩序礼包
shop_school_of_wolf_bundle_desc;<sprite="PopupIcons" name="Avatar">头像：维瑟米尔\n\n<sprite="PopupIcons" name="Border">边框：狼王\n\n<sprite="PopupIcons" name="Title">称号：“老前辈”\n\n该捆绑包内含曾在野猪年 - “巨狼”赛季首度推出的装饰品，另附上一份全新特殊奖励！
shop_school_of_wolf_bundle_title;狼学派捆绑包
shop_season_bear_bundle_desc;<sprite="PopupIcons" name="Avatar">头像：母熊\n\n<sprite="PopupIcons" name="Border">边框：巨熊\n\n<sprite="PopupIcons" name="Title">称号：“暴熊”\n\n该捆绑包内含曾在野猪年 - “咆哮之熊”赛季首度推出的可解锁装饰品。
shop_season_bear_bundle_title;暴熊捆绑包
shop_shupe_antlers_bundle_desc;<sprite="PopupIcons" name="Skin">基础皮肤：店店（全阵营）\n\n<sprite="PopupIcons" name="Trinket">节庆鹿角\n\n<sprite="PopupIcons" name="Title">称号：“节庆巨魔”\n\n最好的礼物物，店店送你和你的好盆友\n圣诞诞快乐！新年年发财！
shop_shupe_antlers_bundle_title;节庆鹿角捆绑包
shop_shupe_antlers_desc;<sprite="PopupIcons" name="Trinket">节庆鹿角\n\n<sprite="PopupIcons" name="Title">称号：“节庆巨魔”\n\n最好的礼物物，店店送你和你的好盆友\n圣诞快乐乐！新年发财财！
shop_shupe_antlers_title;节庆鹿角
shop_shupe_bat_wings_desc;<sprite="PopupIcons" name="Trinket">饰品：店店的蝙蝠翅膀（和皮肤：店店（中立）搭配使用）\n\n大风起兮蝠翼扬，天降恐惧兮吓湿床！
shop_shupe_bat_wings_title;店店的蝙蝠翅膀
shop_shupe_bunny_ears_bundle_desc;<sprite="PopupIcons" name="Skin">店店的基础皮肤\n\n<sprite="PopupIcons" name="Trinket">店店的兔耳朵\n\n<sprite="PopupIcons" name="Avatar">头像：兔兔店店\n\n“小店店，黑黝黑，两只耳朵竖起来！”
shop_shupe_bunny_ears_bundle_title;店店 - 节日兔耳捆绑包
shop_shupe_bunny_ears_trinket_desc;<sprite="PopupIcons" name="Trinket">店店的兔耳朵\n\n<sprite="PopupIcons" name="Avatar">头像：兔兔店店\n\n“爱吃石头爱吃布，蹦蹦跳跳真可爱！”\n\n提示：该物品也包含在“店店 - 节日兔耳捆绑包”中。店店的兔耳朵需要店店的基础皮肤。
shop_shupe_bunny_ears_trinket_title;店店 - 兔耳朵
shop_shupe_christmas_desc;<sprite="PopupIcons" name="Trinket">礼物袋（和皮肤：店店（中立）搭配使用）\n\n节日送礼喜事多，店店送礼更欢乐！
shop_shupe_christmas_title;礼物袋
shop_shupe_leafhat_bundle_desc;<sprite="PopupIcons" name="Skin">基础皮肤：店店（全阵营）\n\n<sprite="PopupIcons" name="Trinket">四叶帽\n\n幸运店店感觉，砸砸更走运！
shop_shupe_leafhat_bundle_title;店店的四叶草捆绑包
shop_shupe_leafhat_trinket_desc;<sprite="PopupIcons" name="Trinket">四叶帽\n\n让它给你好运。\n\n这是一款强调技术而非牌运的游戏。但来点好运总没错！
shop_shupe_leafhat_trinket_title;店店的四叶草幸运符
shop_shupe_love_armour_desc;<sprite="PopupIcons" name="Trinket">饰品：店店的爱之盔\n\n店店有爱之箭袋！现在店店准备出发去找永不沦陷的心！
shop_shupe_love_armour_title;店店的爱之护甲
shop_shupe_love_avatar_desc;接受来自你最爱的店主的爱，免费领取这个毛茸茸的“店店”头像！\n\n只限情人节活动期间领取。
shop_shupe_love_avatar_title;领取免费头像：店店！
shop_shupe_love_bundle_desc;<sprite="PopupIcons" name="Skin">基础皮肤：店店（全阵营）\n\n<sprite="PopupIcons" name="Trinket">小翅膀\n\n<sprite="PopupIcons" name="Title">称号：“热恋中”\n\n这里有店店给你的爱。店店帮你找伴伴\n店店飞飞不太能
shop_shupe_love_bundle_title;热恋捆绑包
shop_shupe_love_trinket_desc;<sprite="PopupIcons" name="Trinket">饰品：小翅膀（可搭配店店基础皮肤）\n\n<sprite="PopupIcons" name="Title">称号：热恋中\n\n挥着热恋翅膀飞起来的店店！
shop_shupe_love_trinket_title;爱的小装饰
shop_tutorial_complete;教程结束
shop_ultimate_starter_pack_v6_desc;<sprite="PopupIcons" name="Keg">x5 核心卡组牌桶\n\n <sprite="PopupIcons" name="Keg">x5 “猩红诅咒”牌桶\n\n <sprite="PopupIcons" name="Keg">x5 “诺城之火”牌桶\n\n<sprite="PopupIcons" name="Keg">x5 “钢铁审判”牌桶\n\n<sprite="PopupIcons" name="Keg">x5 “异域游商”牌桶\n\n<sprite="PopupIcons" name="Keg">x5 “镜子大师”牌桶\n\n<sprite="PopupIcons" name="Keg">x5 “猎魔人之道”牌桶\n\n获取本礼包后可以让您快速丰富自己的卡牌收藏，构筑一套属于自己的强大牌组，纵横战场。
shop_unicorn_and_the_stern_pack_desc;和平从哪里来？当然是从战争里来！\n\n获取 2 张全新北方领域阵营传说级卡牌：拉多维德五世和亨赛特国王，外加 6 张配合北方领域阵营的其他闪卡。\n\n本礼包内含：\n<sprite="PopupIcons" name="Card">1x 拉多维德五世闪卡\n<sprite="PopupIcons" name="Card">1x 亨赛特国王闪卡\n<sprite="PopupIcons" name="Card">1x 弗尔泰斯特之傲闪卡（史诗）\n<sprite="PopupIcons" name="Card">1x 休伯特·雷亚克闪卡（史诗）\n<sprite="PopupIcons" name="Card">2x 攻城槌闪卡（稀有）\n<sprite="PopupIcons" name="Card">2x 加强型弩炮闪卡（稀有）
shop_unicorn_and_the_stern_pack_title;独角兽与铁石心肠礼包
shop_unity_and_precision_pack_desc;我们不屈服于任何人，我们是荣耀的精灵！\n\n获取 2 张全新松鼠党阵营传说级卡牌：米尔瓦：神射手和萨琪亚，外加 6 张配合松鼠党阵营的其他闪卡。\n\n本礼包内含：\n<sprite="PopupIcons" name="Card">1x 米尔瓦：神射手闪卡\n<sprite="PopupIcons" name="Card">1x 萨琪亚闪卡\n<sprite="PopupIcons" name="Card">1x 萨琪亚：指挥官闪卡（史诗）\n<sprite="PopupIcons" name="Card">1x 玛丽娜闪卡（史诗）\n<sprite="PopupIcons" name="Card">1x 席朗·依斯尼兰闪卡（稀有）\n<sprite="PopupIcons" name="Card">2x 树精族母闪卡（稀有）\n<sprite="PopupIcons" name="Card">2x 猫学派猎魔人闪卡（稀有）
shop_unity_and_precision_pack_title;团结与精准礼包
shop_wild_hunt_cardback_desc;捕猎开始\n\n该卡背曾在野猪年 - “狂猎”赛季作为可解锁装饰品首度推出。
shop_wild_hunt_cardback_title;卡背：狂猎
shop_winter_blue_bunlde_desc;<sprite="PopupIcons" name="Skin">皮肤：阿达尔的寒冰爷爷（尼弗迦德）\n\n<sprite="PopupIcons" name="Avatar">头像：雪女\n\n<sprite="PopupIcons" name="Border">边框：冰封\n\n<sprite="PopupIcons" name="Border">边框：雪橇\n\n<sprite="PopupIcons" name="Title">称号：“冰封者”\n\n是我身子冷还是天气变凉了？！
shop_winter_blue_bunlde_desc_sale;<sprite="PopupIcons" name="Skin">皮肤：阿达尔的寒冰爷爷（尼弗迦德）\n\n<sprite="PopupIcons" name="Avatar">头像：雪女\n\n<sprite="PopupIcons" name="Border">边框：冰封\n\n<sprite="PopupIcons" name="Border">边框：雪橇\n\n<sprite="PopupIcons" name="Title">称号：“冰封者”\n\n是我身子冷还是天气变凉了？！\n此捆绑包将于冬日活动特卖时享受 7 折优惠。
shop_winter_blue_bunlde_title;冰封捆绑包
shop_winter_board_desc;你想买…带头环的猪吗？！圣诞已经来了？\n\n本战场曾在野猪年的 2019 圣诞活动中作为可解锁装饰品首度推出。
shop_winter_board_title;战场：寒冬
shop_witcher_deck_desc;<sprite="PopupIcons" name="Keg">x5 “猎魔人之道”牌桶\n<sprite="PopupIcons" name="Card">卡牌：玛多克\n<sprite="PopupIcons" name="Card">卡牌：杰洛特：昆恩法印\n<sprite="PopupIcons" name="Card">卡牌：维瑟米尔：导师\n<sprite="PopupIcons" name="Card">卡牌：月之尘 x2\n<sprite="PopupIcons" name="Card">卡牌：北风 x2\n<sprite="PopupIcons" name="Card">卡牌：舞动之星 x2\n<sprite="PopupIcons" name="Card">卡牌：炸弹手 x2\n\n扩展自己的卡牌收藏，尝试全新爽快的昆特牌打法！\n该礼包会与类别为“猎魔人”的新卡牌：“玛多克”有诸多联动。适合想要体验一下“猎魔人”牌组的玩家。
shop_witcher_deck_title;猎魔人牌组
shop_witchers_pack_title;猎魔人 - 增援礼包
shop_wolf_cardback_desc;成为狼群的一员吧！\n\n该卡背曾在野猪年 - “巨狼”赛季作为可解锁装饰品首度推出。
shop_wolf_cardback_title;卡背：“巨狼”赛季
shopmenu_campaigns_title;王权的陨落
shopmenu_kegs_title;碎片（赠牌桶）
shopmenu_opening_next;打开下个牌桶
shopmenu_opening_product_back_popup_desc;选择第五张卡牌后才能返回前一画面
shopmenu_opening_product_back_popup_title;开桶完毕！
shopmenu_opening_product_continue;继续
shopmenu_opening_product_title;打开物品
shopmenu_openproduct;开启物品
shopmenu_opning_product_continue;继续
shopmenu_packs_title;新手包
shopmenu_powder_title;星尘
shopmenu_title;店店的商店
shopmenu_trinkets_title;外观
showcase_achievement_picker_clear;空白栏位
showcase_achievement_picker_title;为 {0} 栏位选择一个委托
showcase_achievement_pickup;点击选择要展示的委托
shupe_event_currency_name;亮闪闪的石头
shupe_event_name;店店的大冒险
shupe_event_popup_body;获取<sprite="PopupIcons" name="Rocks">亮闪闪的石头：\n 每日登录得<sprite="PopupIcons" name="Rocks"> x1、旅程任务得<sprite="PopupIcons" name="Rocks"> x5、日常任务得<sprite="PopupIcons" name="Rocks"> x5、对局胜利得<sprite="PopupIcons" name="Rocks"> x3。\n在商店中使用它们即可解锁店店亲自收集的装饰品。
