_inputshopbuymultiple;COMPRAR
reward_tree_voorhis_chest_2;Criado en la corte imperial, Morvran Voorhis rápidamente desarrolló el refinamiento de un cortesano. Nunca perdía la oportunidad de lanzarle un cumplido a una dama de la corte, conocía los pasos de cada baile y tenía gustos sofisticados tanto para el vino como para la literatura. Pero detrás de esta fachada, algo perturbador se ocultaba. Sus ojos vidriosos y llorosos se parecían a los de un zeugl que espera bajo la suciedad, listo para atacar...
reward_tree_voorhis_chest_3;Voorhis ascendió al trono gracias a una conspiración, por lo que entendía el peligro de las maquinaciones ocultas. Cuando llegó al poder, creyó estar rodeado de conspiradores y traidores. Patológicamente paranoico, nunca confió en sus consejeros, e incluso castigaba la menor de las ofensas con tortura y muerte. Como suele suceder, su paranoia se convirtió en una profecía que se cumpliría casi que sola. En lugar de esperar por su turno en el patíbulo, los miembros restantes de la aristocracia simplemente decidieron quitarlo del trono...
reward_tree_voorhis_story_pt1;Morvran Voorhis solía decir que no necesitaba una espada para ganar una guerra... palabras llenas de verdad.
reward_tree_voorhis_story_pt2;Básicamente, la estrategia de Voorhis recaía sobre espías, saboteadores y agitadores. Había poco honor en ello, pero nadie podía negar su efectividad.
reward_tree_voorhis_story_pt3;Voorhis, preparándose para la guerra, envió a sus enemigos docenas de cartas llenas de ultimátums típicos y amenazas comunes. Sin embargo, lo más importante era que sus emisarios pudieran analizar los alrededores y reportarle sus descubrimientos...
reward_tree_voorhis_story_pt4;Cuando la guerra estalló, Voorhis ya sabía bien dónde encontrar los campamentos y las líneas de suministro del enemigo, dónde mantenían a los prisioneros y a cuáles oficiales podía intimidar o sobornar... Y, por supuesto, quiénes respondían mejor a la hoja de un asesino.
reward_tree_voorhis_title;Morvran Voorhis
reward_tree_warrior_avatar_chest_1;Mientras que los demás oficiales de la Cacería Salvaje ocupaban su tiempo libre en pasatiempos de gustos refinados, como Ge'els, quien aprovechaba cada oportunidad para pintar, Imlerith prefería los placeres más mundanos. Siempre que los Jinetes Rojos detenían sus asaltos espectrales, partía a Montaña Calva para disfrutar la compañía de los súcubos que tenían allí su hogar...
reward_tree_warrior_avatar_chest_2;Imlerith era íntimo amigo de las brujas de la ciénaga Lomotorcido. A través de su magia, adquirió una fuerza tremenda. Cada vez que visitaba a las damas del bosque, le ofrecían bellotas del antiguo roble de la montaña, cocido por tres días y noches en sangre de niño. Este fruto macabro era el responsable de su gran poder... Y de su mente retorcida.
reward_tree_warrior_avatar_chest_3;Imlerith tiene muchas vidas sobre su consciencia... Si acaso «consciencia» es el término adecuado. Entre ellos se encontraba cierto brujo de la Escuela del Lobo, cuyo nombre no puedo plasmar en papel... El mero pensamiento de su muerte a manos de ese bárbaro Aen Elle me hierve la sangre. El lector curioso sin duda podrá obtener su identidad de otras fuentes...
reward_tree_warrior_avatar_story_pt1;El término «guerrero elfo» trae a mi mente la imagen de un ágil y acrobático espadachín en armadura ligera, tajando con precisión quirúrgica las arterias con la punta de una elegante hoja. Sin embargo, Imlerith era un guerrero elfo de un tipo muy diferente.
reward_tree_warrior_avatar_story_pt2;Cubierto de una enorme armadura de placas desde la cabeza hasta los pies, este elfo cargaba sin miedo hacia la batalla y utilizaba una inmensa maza de dos manos para pulverizar a sus enemigos hasta convertirlos en una masa sangrienta. Mientras los huesos se rompían y la sangre volaba, una risa grotesca y retorcida podía escucharse detrás de su yelmo.
reward_tree_warrior_avatar_story_pt3;La técnica de pelea de Imlerith era todo menos sutil, aunque resultaba innegablemente efectiva. El feroz elfo desataba el caos en el campo de batalla, y rara vez encontraba a alguien que pudiera hacerle frente como su igual.
reward_tree_warrior_avatar_story_pt4;Aunque con el tiempo por fin encontraría un rival en Geralt de Rivia, el Lobo Blanco. Su duelo fue extenso y arduo, pero, al final, fue Imlerith quien cayó, con su rostro chamuscado por obra del signo Igni del brujo.
reward_tree_warrior_avatar_title;Imlerith
reward_tree_warrior_border_chest_1;El continente ha sido testigo de un sinnúmero de conflictos, pero el más devastador de todos, y por mucho, fue la guerra entre los reinos divididos del norte y el frente unido del imperio nilfgaardiano desde el sur. Si bien el norte y el sur se habían enfrentado en ya tres guerras, que devastaron grandes franjas del continente, su pleito estaba lejos de quedar resulto. Con el tiempo, cuando un bando sucumba ante el otro, las aguas del Pontar y el Yaruga se teñirán de rojo.
reward_tree_warrior_border_chest_2;Hasta este día, la Batalla de Brenna durante la Segunda Guerra del Norte es la mayor batalla en la historia del continente. Más de cuarenta mil soldados lucharon para el norte y el sur: infantería ligera y pesada, mercenarios, caballería élfica, rodeleros enanos... Sin embargo, solo un hombre fue el que determinó el resultado de la batalla: Lamarr Flaur, un oficial nilfgaardiano que, durante su reconocimiento, dejó de ver miles de soldados en la reserva del norte. Un descuido que terminó siendo la ruina de Nilfgaard.
reward_tree_warrior_border_chest_3;Uno de los historiadores de guerra más prominentes del continente era Jarre de Ellander. Sus descripciones de las batallas estaban repletas de detalles y prescindían de embellecimientos superfluos y retórica patriota. En sus informes, Jarre no describe la guerra como una simple serie de honorables escaramuzas, sino más bien como una masacre caótica y salvaje. La perspectiva única de Jarre puede estar relacionada con su servicio militar, en el cual no solo presenció de primera mano tales atrocidades, sino que se vio arruinado por ellas... costándole un brazo.
reward_tree_warrior_border_story_pt1;Los habitantes del continente suelen tener sentimientos encontrados por la llegada de la primavera. Por un lado, el derretimiento de la nieve representa el final del hambre; por el otro, proclama la llegada de una nueva guerra.
reward_tree_warrior_border_story_pt2;La guerra es un factor inherente en la vida del continente. Año tras año, los gobernantes intentar extender sus fronteras o asaltar tierras desconocidas. Pero con cada batalla, el número de súbditos se recude cada vez más...
reward_tree_warrior_border_story_pt3;Durante generaciones, los sabios, magos y sacerdotes les han implorado a los líderes que bajen las armas y le pongan fin a este ciclo de masacres. Si no lo hacen, advierten los expertos, el continente se sumergirá en una era más oscura y más terrible que los tiempos que siguieron a la Conjunción de las Esferas.
reward_tree_warrior_border_story_pt4;Sin embargo, los reyes y reinas se rehúsan a escuchar consejo. Cegados por la oportunidad de una ganancia rápida y fácil, demuestran su incapacidad para ver hacia adelante más allá de su próximo banquete o de los aposentos de la siguiente cortesana. Viendo estas circunstancias, ¿qué nos deparará el destino? En su profecía, Ithlinne ha sido bastante clara...
reward_tree_warrior_border_title;Temporada del Guerrero
reward_tree_wererat_title;Año del Hombre rata
reward_tree_whoreson_junior_title;Hijo de perra junior
reward_tree_wild_boar_chest_1;La naturaleza combativa y guerrera de los jabalíes los convierte en una elección popular en heráldica. Aparecen infamemente en el escudo de armas de los Von Everec, de quienes desciende Olgierd, el líder de la Compañía Libre de Redania. Y contrariamente a lo que los pueblos del interior del continente afirman, el Jabalí de los Mares es el sobrenombre dado al jarl de Skellige Crach an Craite y su drakkar. No se conocen variedades de jabalí autóctonas de las aguas del Gran Mar.
reward_tree_wild_boar_story_pt1;El jabalí es una criatura de bosques, y una bien malhumorada y agresiva. En los alrededores de Kaedwen circula el rumor de que las bestias tienen debilidad por la sangre virgen. Por supuesto, la verdad es mucho más sencilla: los jabalíes se contentan perfectamente con verduras, incluso con solo unas zanahorias.
reward_tree_wild_boar_story_pt2;La madre naturaleza dotó al jabalí de dos pares de colmillos afilados que sobresalen de la boca: los caninos superiores e inferiores. Sin duda, una bestia formidable. ¡Pobre del que se encuentre un jabalí salvaje en el bosque y no sepa trepar árboles!
reward_tree_wild_boar_story_pt3;Los jabalíes tienen un hocico robusto y alargado que se parece un poco a una flauta, aunque por supuesto, es una pena que no se puede usar como tal. La gente a menudo dice que es como si los jabalíes tuvieran rencor contra la cruel ironía de la naturaleza: eso es lo que los empuja a volcar cercas y saquear sus terrenos de papas.
reward_tree_wild_boar_story_pt4;El jabalí se diferencia del cerdo no solo en el grosor de sus pelos sino también en su actitud. Los cerdos son tímidos y asustadizos, mientras que los jabalíes se mantienen en su lugar sin reparo. Incluso sus gruñidos suenan más hostiles, como si dijeran: «búscate tus propias papas, imbécil».
reward_tree_wild_boar_title;Año del Jabalí Salvaje
reward_tree_wild_hunt_2_story_chest;Cuando la sabia élfica perdió la batalla con el Frío Blanco, escapó al nuevo mundo de los Aen Elle, abriendo las puertas ella sola, porque no era solo su aspecto y comportamiento lo que había cambiado. Un poder despertó dentro de ella gracias al cual pudo manipular tiempo y espacio a su antojo. Más tarde, este poder la convirtió en la primera navegante, así como la líder de la Cacería Salvaje, y dio origen a la leyenda de la Reina del invierno.\nSegún la historia, la reina supuestamente debía atravesar el cielo durante una ventisca, desperdigando pedazos de hielo duros y filosos por todas partes. Y ay del que recibiese una esquirla en el ojo o el corazón, pues dicha persona quedaba perdida para siempre, abandonando todo para perseguir incesantemente a su amada reina, incapaz de jamás alcanzarla, pereciendo de anhelo.
reward_tree_wild_hunt_2_story_pt1;Incluso los primeros generales de la Cacería Salvaje no tenían idea de cuántos siglos había vivido ya su reina. Pero los elfos bromeaban con que era más vieja que el mundo, el mismo que los Aen Elle habían abandonado cuando llegó el Frío Blanco.
reward_tree_wild_hunt_2_story_pt2;Solo unos pocos recordaban que una vez solo tenía un nombre élfico. Antes de convertirse en la Reina del invierno, era una sabia ampliamente respetada. Valiente, ambiciosa y testaruda. Ni siquiera se inclinó ante la destrucción inminente del mundo. En lugar de escapar con su pueblo a través de Ard Gaeth, decidió enfrentar al Frío Blanco ella misma.
reward_tree_wild_hunt_2_story_pt3;Teniendo en cuenta el destino del Antiguo Pueblo, no es difícil adivinar el resultado de este choque. Ni la magia de la Aen Saevherne ni su conocimiento detuvo lo inevitable. El gen de la sangre antigua, no obstante, fue lo bastante fuerte como para moderar los efectos del Frío Blanco y salvar la vida de la elfa.
reward_tree_wild_hunt_2_story_pt4;La sabia finalmente regresó a los Aen Elle, pero estaba... cambiada. Había un aura perceptible de frialdad a su alrededor, y estaba fría al tacto. Solo bastaba una mirada suya para congelar a un hombre hasta el tuétano. Y todo lo que no era blanco nieve le parecía feo, asqueroso o soso.\nEntre elfos, algunos sostenían que el Frío Blanco más que cambiarla se había convertido en parte de su ser.
