_inputshopbuymultiple;KAUFEN
reward_tree_cd2_story_pt2;Von Kommandanten und Verschwörern bis hin zu Herrschern und Abtrünnigen – alle Anführer, ob ruchlos oder gerecht, kennen diese einfache Wahrheit: Eine Welt ohne Wandel ist eine Welt des Rückschritts – denn keiner kann Gesellschaften voranbringen, ohne zuerst den Status quo infrage zu stellen.
reward_tree_cd2_story_pt3;Deshalb müssen Anführer den Wandel herbeiführen. Und das geht nur, wenn sie andere inspirieren. Sie einen ihre Anhängerschaft für ein gemeinsames Ziel – ob es nun Ruhm, Wohlstand oder Freiheit lautet – und setzen auf diesem Fundament der Gemeinschaftlichkeit große Visionen in die Tat um.
reward_tree_cd2_story_pt4;Denn wer seine Vision einer besseren Welt nicht zu manifestieren vermag, wer seine Leute nicht motivieren und zu Loyalität anhalten oder Wandel herbeiführen kann, der ist eben kein Anführer, egal, welche Position er innehat und wie viel Macht er besitzt.
reward_tree_cd2_title;Fortgeschrittene Taktik
reward_tree_cleaver_chest_1;Die Anderlinge von Novigrad wissen nur zu genau, dass die Stadtwache kein Interesse daran hat, ihnen das Leben zu erleichtern. Oftmals ist sogar eher das Gegenteil der Fall. Aus diesem Grund hält in den Anderlingsvierteln Novigrads Carlo „Hacker“ Varese das Heft in der Hand. Diejenigen, die mit ihm zusammenarbeiten, genießen seinen Schutz. Doch wer dumm genug ist, sich ihm in den Weg zu stellen, verschwindet oft spurlos.
reward_tree_cleaver_chest_2;Hacker wickelt seine Geschäfte am liebsten im Stadtbad ab, denn es ist schwierig, eine Klinge unterm Handtuch hineinzuschmuggeln, und falls es trotzdem ein wenig grob zugeht, lässt Hacker ohnehin lieber die Fäuste sprechen. Dank seiner überdimensionierten Hände verlaufen die Prügeleien und darauffolgenden Vereinbarungen oft zu seinen Gunsten.
reward_tree_cleaver_chest_3;Die meisten Zwerge, die sich für ein Leben unter Menschen entschieden haben, tun ihr Bestes, nicht aufzufallen. Sie gehen mit gesenktem Blick durch die Gassen und ziehen sich die Kapuzen tief ins Gesicht. Hacker tut eher das Gegenteil. Die tätowierte Brust entblößt und mit auffälligem Schmuck behängt, trägt er obendrein einen öligen Irokesenschnitt zur Schau und ist damit ziemlich schwer zu übersehen.
reward_tree_cleaver_story_pt1;Hacker ist eigentlich kein übler Kerl. Wahrhaftig. Jedenfalls, bis du etwas Falsches sagst. Dann demonstriert er dir gern, woher er seinen Spitznamen hat.
reward_tree_cleaver_story_pt2;Carlo Varese arbeitete als junger Zwerg in einem Schlachthof und erwies sich als überaus geschickt im Zerlegen von Schweinen. Irgendwann erkannte er, dass das Schlachten eines Schweins sich nicht allzu sehr vom Schlachten eines Menschen unterscheidet.
reward_tree_cleaver_story_pt3;Wer sich Hacker in den Weg stellt – ob nun absichtlich oder aus Versehen – sollte damit rechnen, sich kurze Zeit später in mundgerechte Fischhappen zerteilt auf dem Grund des Pontar wiederzufinden.
reward_tree_cleaver_story_pt4;Doch solange du nach seinen Regeln spielst und tust, was er befiehlt, behandelt dich der Anführer der Kronenspalter wie ein Familienmitglied. Und seine Familie sollte man lieber nicht hintergehen ...
reward_tree_cleaver_title;Hacker
reward_tree_crach_chest_1;Die Verwüstungen, die Crachs Flotte in den kaiserlichen Küstengebieten anrichtete, brachten Crach den Spitznamen "Tirth ys Muire" ein - Wildschwein der See. Der Name gefiel ihm so gut, dass er sich einen wütenden Schweinekopf in den Bug seiner Drakkar schnitzen ließ. Der Legende nach stammte das Holz von Gedyneith, der heiligen Eiche Ard Skelligs. Die Drakkar lehrte die Gegner das Fürchten, denn wenn sie ein Schiff rammte, leuchteten die Augen des Wildschweins blutrot ...
reward_tree_crach_chest_2;Crach an Craite hatte zwei Kinder, seinen Sohn Hjalmar und seine Tochter Cerys. Wurde er gefragt, wen er als Erben und Nachfolger sehen wollte, konnte er nur seufzen. Hjalmar erinnerte Crach an sich selbst in jungen Jahren - ehrgeizig, tapfer und wild nach Ruhm. Ein ordentlicher Krieger, gewiss - aber ein Jarl? Cerys andererseits verfügte über sämtliche Eigenschaften, die ein fähiger Anführer haben musste. Doch würden sich die Skelliger einer Frau unterstellen? Nur die Zeit würde es weisen ...
reward_tree_crach_chest_3;Als junger Mann mit tiefbraunem Bart und breitem Grinsen war Crach, berühmter Sieger über Nilfgaards Armada, ein echter Frauenschwarm gewesen. Nicht einmal die berühmte Yennefer von Vengerberg war gegen seinen Charme immun. Gerüchten zufolge hatte Crach um die Hand der Zauberin angehalten. Zur Antwort lächelte sie, küsste ihn auf die Stirn - und öffnete dann ein Portal, um darin zu verschwinden und fast drei Dekaden lang keinen Fuß mehr auf die Skellige-Inseln zu setzen.
reward_tree_crach_story_pt1;In seiner Jugend war Crach geweissagt worden, dass er eines Tages an den stürmischen Küsten der Insel gegen einen fremden Herrscher, einen Feind von Skellige, kämpfen würde. Auf diesen Schicksalstag wartete das Oberhaupt des Clans an Craite sein ganzes Leben lang ...
reward_tree_crach_story_pt2;Crach war überzeugt, dass die Weissagung sich auf den Kaiser von Nilfgaard bezog, und trug seiner Flotte pausenlose Wachsamkeit gegen schwarze Segel mit goldener Sonne auf. Ungeduldig wartete er darauf, dem Kaiser in die Augen zu sehen, bevor er ihm die Krone vom Kopf schlagen würde.
reward_tree_crach_story_pt3;Jahre vergingen, dann Jahrzehnte ... Crach versenkte Dutzende nilfgaardische Galeeren, doch der Kaiser war nie darauf. Er hatte wohl Wichtigeres zu tun, als die felsigen Inseln zu unterwerfen.
reward_tree_crach_story_pt4;Crach kam schließlich zu dem Ergebnis, dass die Prophezeiung falsch gewesen war, und schlug seine Hoffnungen auf die großartige Seeschlacht, die angeblich in seinen Sternen stand, in den Wind. Bis eines Tages die Naglfar an den Stränden von Skellige erschien - die geisterhafte Drakkar des Königs der Wilden Jagd.
reward_tree_crach_title;Crach an Craite
reward_tree_cursed_toad_title;Jahr der verfluchten Kröte
reward_tree_dagon_story_chest_1;Heil sei dem Vater der Stürme, dem Verschlinger der Welt, dessen Thron in den Tiefen steht. Ruhmreich sei seine Ankunft, begleitet von Blitzen. Erscheint er, wird die Welt bittere Tränen vergießen. Kehrt er zurück, wird sie ein plötzlicher Schmerz durchzucken. Steigt er aus den Tiefen auf, wird er die gebrochene Welt übernehmen. Glücklich sind jene, die Dagons Kommen begrüßen, denn ihre Wünsche werden erhört.
reward_tree_dagon_story_pt_1;Die Meeresoberfläche ist ruhig. Die Sonnenstrahlen lassen das trübe Grün glitzern und die Wellen stören nicht den Makrelenschwarm, der sich dicht unter der Oberfläche tummelt. Die Fischschuppen reflektieren das schmutzige Licht kaum, aber es ist niemand übrig, der es sehen könnte. Die hinabblickenden Augen der Seeleute sind blind, passen sich der Finsternis an, die nicht allein dem Fehlen des Lichts entspringt. An der Grenze zwischen Leben und Tod, zwischen Wachsein und Benommenheit träumen die Seeleute ein letztes Mal. Begleitet von Leichen folgen durch wogende Wellen schwankende Albträume langsam einem stetig düsterer werdenden Pfad.
reward_tree_dagon_story_pt_2;Bei einer Tiefe von zweihundert Klaftern verlieren die Sonnenstrahlen schließlich ihre Kraft. Eine feindliche Präsenz versperrt ihnen den weiteren Weg. Weltliche Kreaturen kommen hier selten vor und diejenigen, deren Heimat die Tiefe ist, sind von der Finsternis am Meeresgrund gezeichnet. Die Wesen der Tiefsee sind blind und sehen daher nicht die aufgedunsenen Leichen, die wie Schneeflocken hinabsinken. Doch sie spüren sehr wohl die Anspannung des umgekehrten Strudels, der von unten kommt und immer stärker wird. Die Augenhöhlen der Seeleute sind nun leer, ihre Gesichter zerfetzt. Ihre Träume mussten dem Ruf der Finsternis weichen. Hätte irgendetwas hier unten Augen, würde es im gleißenden Sonnenlicht Albträume erblicken, die sich an menschlichen Leichen laben.
reward_tree_dagon_story_pt_3;In den finstersten Tiefen wird der Ozean von Wahnsinn beherrscht. Die Körper der Seeleute sinken in Spiralen hinab, das Fleisch löst sich von den Knochen, Schienbeine bröckeln und grinsende, berstende Schädel verlieren ihre Zähne. Der irre Tanz der menschlichen Überreste wird von albtraumhaftem Geheul begleitet. Die bösen Träume, die an den Leichen nagten, spüren, dass sie in wenigen Momenten selbst zu Opfern werden. Die fremde Präsenz, die ihnen einst Gestalt gab, wird die Albträume bald verschlingen, mitsamt den menschlichen Überresten und den Schmerzen, die feststeckten zwischen der Wandlung vom sterbenden zu einem greifbaren Wesen.
reward_tree_dagon_story_pt_4;Dagons Mund steht ewig offen, obwohl er, der begleitet von Blitzen ankommt, noch schläft. Sein Hunger kann weder mit den Leichen der Seeleute von Schiffen, die Stürmen anheimfielen, gestillt werden, noch mit Albträumen und Angst. Dagons Hunger wächst immerfort und wird bald unerträglich. \nDann erwacht der Herr der Tiefe und kommt an die Oberfläche. Dort sucht er Trost, indem er die Welt verschlingt, doch manche behaupten, selbst sie wäre zu klein, um seinen Appetit zu stillen. Dennoch wird der Weber der Finsternis schmausen bis zum Ende und als Letztes verschlingt er den Tod. Wenn die Welt stirbt und auch der Tod, bleibt nur noch Dagon übrig.
reward_tree_dagon_title;Dagon
reward_tree_dana_chest_1;Bis zur Geschichte der Neuzeit haben nur wenige Sterbliche Dana Méadbh erblickt. Es heißt, dass sie nur einmal im Frühling oder Sommer erschienen war, doch selbst dies ist nicht gewiss. Manche behaupten, dass man sie am wahrscheinlichsten während des Sichelfests – oder Lammas, wie es die Elfen nennen – erblicken konnte. Es heißt, dass sie sich dabei dem Erntetanz anschloss und Ringelblumen in die Haare der Jungfrauen wob. Doch in den jüngeren Tagen erscheint Dana Méadbh immer häufiger, wenn die Natur ihr Schneekleid trägt ... Diesen Umstand sollte man allerdings nicht als Anlass zur Freude nehmen, denn die Königin der Felder ist wütend. Schließlich zeigen die Bewohner der Welt keine Dankbarkeit für all die Geschenke der Natur – nein, sie zerstören und plündern sie unaufhörlich. Die Zeit ist gekommen, ihnen eine Lektion zu erteilen ... eine Lektion, die sie so schnell nicht vergessen würden.
reward_tree_dana_chest_2;Zwerge haben sich schon immer mehr für tote Felsen interessiert als für lebende Pflanzen und Tiere, und verfügen nur über eine schwache Bindung zur Natur. Trotzdem beten auch sie Dana Méadbh an – jedoch unter einem anderen Namen: Bloemenmagde. Sie erweisen ihr Ehrerbietung, indem sie Kränze aus Hopfen und Gläser mit eingelegten Pilzen an Kreuzungen niederlegen. Niemand weiß, ob Lyfia – wie sie manchmal auch genannt wird – wirklich Freude an diesen Gaben hat ... Die Klopfer der umliegenden Berge haben das allerdings schon.
reward_tree_dana_chest_3;Dana Méadbh nimmt manchmal die Gestalt einer einfachen Frau an, um sich unerkannt unter die Sterblichen zu mischen. Sie redet kein Wort und vermeidet es, Aufmerksamkeit zu erregen, während sie die Welt mit wachsamem Blick durchstreift. In manchen Dörfern reißen die Bauern weder Mohn noch Kornblumen wie Unkraut aus den Feldern; sie füttern ihr Vieh großzügig mit Mohrrüben – ein Verhalten, das Lyfia mit einer noch üppigeren Ernte belohnt. Andernorts behandeln die Bauern das Land eher als Sklave denn als Mutter. Diese Menschen müssen mit verheerenden Frosteinbrüchen und Hagelschauern rechnen ...
reward_tree_dana_story_pt1;An manchen heißen Sommertagen kann man die Silhouette einer jungen Frau im Herzen eines Birkenhains entdecken. Dort steht sie mit einem Kranz geflochtener Blumen auf dem Kopf, während Schmetterlinge sie umflattern. Die Elfen nennen sie Dana Méadbh. Die Menschen kennen sie hingegen unter dem Namen Lyfia oder Königin der Felder.
reward_tree_dana_story_pt2;Selbst die größten der elfischen Weisen wissen nicht, wer – oder was – sie wirklich ist. Manche sehen sie als Göttin, während sie für andere wiederum als Verkörperung der Natur gilt. Eins ist jedoch sicher: Ohne ihre Präsenz wäre der Kontinent nichts weiter als ein lebloser Felsen im Meer.
reward_tree_dana_story_pt3;Dana Méadbh ist es, die die Pflanzen und Tiere zum Frühlingsanfang aufweckt und die schönsten Blumen knospen lässt. Wo auch immer sie wandelt, erblüht das Land. Doch dort, wo sie nicht ist, verdorren die Halme, verwelken die Blumen, und die Ernte bleibt aus.
reward_tree_dana_story_pt4;Dana Méadbh lehnte es lange Zeit ab, sich in die Angelegenheiten der Sterblichen einzumischen. Stets lagen ihr alle Völker und Kreaturen am Herzen. Doch als das Gleichgewicht der Welt trotz allem gestört wurde, machte sich Lyfia daran, es wiederherzustellen. Falls nötig, würde sie dies mit Gewalt tun.
reward_tree_dana_title;Dana Méadbh
reward_tree_demavend_chest_1;Auch wenn sich heute niemand mehr entsinnt - Demawend war einst ein stattlicher junger Mann. Foltest selbst hätte ihn um sein Adlerprofil beneidet, und die jungen Mädchen gerieten in Verzückung, wenn sein durchdringender smaragdgrüner Blick auf sie fiel. Doch die Jahre des Überflusses forderten Tribut: Ein runder Bauch und rosige Wangen zeigen, dass der König stets genügend Köstlichkeiten verzehrt. Sein schlaffer Hals und die Hängeschultern deuten an, dass er es vorzieht, seine Armeen vom Seidenthron und nicht vom Sattel aus zu befehligen ...
reward_tree_demavend_chest_2;Demawends Hass auf Elfen war legendär. Während Vizimir und Foltest die Eichhörnchen aus der Not heraus bekämpften, jagte der König von Aedirn sie mit erstaunlichem Enthusiasmus. Der Krieg gegen Nilfgaard hatte Aedirns königliche Schatzkammer zwar geleert, doch Demawend bot trotzdem 50 Dukaten für jeden Scoia'tael-Kopf. So fingen viele Aedirner unschuldige Elfen und Zwerge, um sich die lukrative Beute zu sichern. Demawend war sich darüber im Klaren, dass sein Angebot ausgenutzt wurde. Allerdings schien es ihn nicht im Geringsten zu stören.
reward_tree_demavend_chest_3;Demawend trug stets eine goldbestickte weiße Haube unter der Krone, auch in den heißesten Sommermonaten. Warum? Offenbar schämte der eitle König sich für seine hohe Stirn. Viele Alchemisten und Barbiere kamen an den Hof und versprachen, die üppige Mähne des Herrschers von Aedirn wiederherzustellen. Jeder Einzelne von ihnen verbrachte seine restlichen Tage in den Kerkern von Aldersberg, der Freiheit und seines Skalps beraubt, weil er sein Versprechen nicht hatte erfüllen können.
reward_tree_demavend_story_pt1;Demawend hatte viele Eigenschaften, die ihn zur Größe prädestinierten - Bildung, Schläue und Talent zur politischen Intrige. Leider war er auch äußerst ungeduldig.
reward_tree_demavend_story_pt2;König Demawend war mit der Gegenwart stets unzufrieden und befasste sich mit seinen zukünftige Großtaten. Von den banalen Belangen des Hofes wollte er nichts wissen. Während seine Berater ihn mit den Feinheiten geeigneter Finanzpolitik langweilten, plante er insgeheim seine nächste Eroberung ...
reward_tree_demavend_story_pt3;Aedirns Nachbarn erfuhren bald, dass Demawend kein Mann der Kompromisse war. Sein Königreich wuchs wie Hefeteig in alle Richtungen ... nicht unähnlich dem Kaiserreich Nilfgaard.
reward_tree_demavend_story_pt4;Als die Nilfgaarder schließlich die Jaruga überquerten, wurden die Herrscher des Nordens von Angst ergriffen ... alle außer König Demawend. Der freute sich! Endlich würde er einen Gegner bekommen, der Aedirns Macht würdig war! Sein Jubel hielt freilich nicht lange vor.
