reward_tree_gudrun_chest_3;Muitos novigradenses tentaram abalar o coração da belíssima pirata com buquês de flores exóticas e baladas românticas. Mesmo apesar destes esforços, Gudrun sempre rejeitou essas investidas com firmeza, pois seu coração sempre pertenceu a alguém...
reward_tree_gudrun_story_pt1;Gudrun já foi um terror do Mar Grande. Só de ver o seu temível dracar, o Flyndr, a grande maioria dos barcos mercantis içam as bandeiras brancas de rendição sem nenhuma delonga.
reward_tree_gudrun_story_pt2;Isso até o dia em que a cruel skelliger decidiu descarregar seus saques em Novigrad... Foi quando ela decidiu se estabelecer lá eternamente.
reward_tree_gudrun_story_pt3;Como podem ver, a Cidade Livre de Novigrad é repleta de grandes riquezas. Por que desbravar os amplos mares em busca de tesouros desconhecidos quando muito mais já foi convenientemente concentrado em um só lugar?
reward_tree_gudrun_story_pt4;O Flyndr permanece ancorado no porto de Novigrad até hoje — com seu deque flutuando um pouco acima das ondas. Ele afundou por falta de reparos ou foi tomado pela água, será? Não, não... A verdade pura e simples é que metais preciosos em quantidades imensas podem ser bastante pesados.
reward_tree_gudrun_title;Gudrun Bjornsdottir
reward_tree_harald_chest_1;Harald an Craite era fácil de encontrar no campo de batalha, em parte, devido ao fato de ser manco. Talvez o mais notável, porém, fosse seu capacete decorado com chifres de bode, uma peça de armadura que pesava um absurdo. Quando perguntavam se ele era um capacete prático, Harald simplesmente respondia: "se não treinar seus joelhos, em algum momento terá de se ajoelhar perante outrem". Porém, ele o dizia com um linguajar um tanto mais... peculiar.
reward_tree_harald_chest_2;Os cabelos de Harald, cinza desde jovem, foram consequência de sua visita à Caverna dos Sonhos, conhecida pelos habitantes de Skellige por ser um lugar místico no qual deve-se confrontar seu maior medo. No entanto, ninguém sabe o que Harald teria visto lá, embora alguns, próximos do rei, aleguem que ele teria visto a si mesmo.
reward_tree_harald_chest_3;Harald nunca portou um escudo em batalha. Ele entrava em combate com apenas uma espada em uma mão e um estandarte carmesim na outra. Para ele, escudos ofereciam uma falsa sensação de segurança. Na verdade, ele acreditava que a batalha poderia ser reduzida a uma única escolha fundamental: atacar ou morrer.
reward_tree_harald_story_pt1;Desde cedo em sua vida, Harald fora apenas um guerreiro comum. Quer dizer, isso até um urso arrebentar uma de suas pernas, ferida da qual ele nunca se recuperou por completo e que o legou dor intensa e permanente até o fim de seus dias... No entanto, desde aquele dia fatídico, ele passou a lutar com mais ferocidade do que nunca.
reward_tree_harald_story_pt2;Talvez o motivo de ter aguentado a dor constante, dia e noite, tenha sido compreendê-la melhor do que qualquer outro. Sua capacidade de causar sofrimento também aumentou, pois ele sabia exatamente onde acertar e como infligir a maior agonia possível.
reward_tree_harald_story_pt3;Harald tinha uma reputação notória dentre muitos das ilhas, mas não por saques e estupros. Qualquer guerreiro de respeito em Skellige frequentemente fazia o mesmo. Ele era conhecido, em vez disso, por não dar aos seus oponentes a chance de uma morte honrada. Sem uma gota de piedade, ele lhes causava sofrimento terrível até se retorcerem de dor aos seus pés e implorarem-lhe pateticamente por piedade.
reward_tree_harald_story_pt4;Após a morte de Harald em batalha, atravessado por uma flecha, ele foi honrado com um farto funeral. O ritual durou três dias e três noites e, quando o navio com seus restos mortais finalmente foi devorado pelas chamas, todos suspiraram aliviados...
reward_tree_harald_title;Harald, o Aleijado
reward_tree_hemmelfart_chest_1;Como hierarca da Igreja do Fogo Eterno, Cyrus Hemmelfart é um homem que possui grande poder e conhecimento sobre seu manuseio. Absolvições, excomunhões, indulgências... são todas excelentes ferramentas para pressionar aliados e inimigos.
reward_tree_hemmelfart_chest_2;Hemmelfart subiu rapidamente ao topo da hierarquia da Igreja e, com a mesma velocidade, se acostumou com os privilégios que acompanham tal posição. Ele se adorna com sedas e cetins, bebe vinhos raros em cálices de prata, participa apenas dos eventos mais refinados e dorme com vários corpos flexíveis em sua cama — discretamente, é claro.
reward_tree_hemmelfart_chest_3;Muitos novigradenses se perguntam se o ideólogo por trás da Igreja do Fogo Eterno realmente acredita na doutrina da fé. Será que ele acha mesmo que um mundo novo e melhor surgirá das cinzas da chama da justiça? É claro que nenhuma alma sequer questionaria em público, pois aqueles que se opõem acabam sendo rotulados como hereges e queimados vivos em uma pira...
reward_tree_hemmelfart_story_pt1;O hierarca Hemmelfart pode ter uma aparência avançada com mãos e pernas trêmulas por causa da idade, mas que vozeirão! Pelos Deuses, uma voz como aquela é capaz de mover montanhas!
reward_tree_hemmelfart_story_pt2;Hemmelfart nunca balbucia — ele estronda. Seus sermões ardentes ecoam pelos salões dourados do templo e por todos os becos e lares de Novigrad.
reward_tree_hemmelfart_story_pt3;Não-humanos, alquimistas, magos e feiticeiras — todos os inimigos do Fogo Eterno se acovardam ao som de sua oração pujante.
reward_tree_hemmelfart_story_pt4;Finalmente, apesar de Hemmelfart não ser particularmente um guerreiro, seu exército leal de Ignáticos anseia por uma chance de impor sua justiça sobre os perversos.
reward_tree_hemmelfart_title;Cyrus Engelkind Hemmelfart
reward_tree_henselt_chest_1;O destino tem um senso de humor terrível, e Henselt fora uma de suas várias vítimas. O Rei de Kaedwen, que costumava gabar-se de sua virilidade, após vários canecos de cerveja, certa vez sussurrou a alguém de sua confiança que tinha bastardos suficientes para preencher todos os reinos do Norte e talvez até mesmo várias províncias nilfgaardianas. Porém, após a morte de seu único herdeiro legítimo em uma expedição de caça, o rei não foi capaz de produzir outro sucessor para o trono, mesmo com várias tentativas. Alguns dizem que os fracassos de Henselt na alcova contribuíram para o seu temperamento explosivo...
reward_tree_henselt_chest_2;Henselt não tinha a aparência digna de um rei. Sua barba grande e espetada, olhar estrábico e nariz vermelho e abatatado mais pareciam a descrição de um bandido do que a de uma dos monarcas mais proeminentes do Norte... Ciente de sua aparência nada nobre, ele dedicou cuidadosa atenção a suas vestes, grandiosas e imponentes, sempre tomando o cuidado de portar sua insígnia real. Ele vestia um cinturão enorme, enfeitado com torres argentas, uma corrente de meio quilo de ouro maciço, uma coroa com o unicórnio real e um cafetã carmesim com detalhes extraordinários em pele de furão. Porém, como costumava dizer o Rei Foltest com um sorriso no rosto, "um porco envolto em ouro continua sendo apenas um porco".
reward_tree_henselt_chest_3;Henselt por muito tempo se recusou a aceitar magos e feiticeiras em sua corte. No fim, porém, ele incluiu Sabrina Glevissig dentre seus conselheiros, embora não por seu conselho, e sim como mais um símbolo de seu poder, como um mero casaco de peles ou um cetro dourado. Seu papel na corte kaedweni era apenas cosmético. Sabrina, no entanto, recusava-se a permanecer calada, às vezes silenciando seu rei aos gritos ou com o som de seus punhos contra a mesa. Com o tempo, ela conquistou o reconhecimento de Henselt, mas nunca esqueceu-se dos insultos e do desdém com o qual foram recebida no começo. Muitos anos depois, quando teve a oportunidade, Sabrina traiu seu rei... E, por essa ofensa, ela pagou com a vida.
reward_tree_henselt_story_pt1;O Rei Henselt não inspirava admiração, com sua aparência criminosa. Ele não encantava salões cheios com seu carisma. Não impressionava cortesãos com seu refinamento... Porém, em batalha, podia-se ver um mestre em ação.
reward_tree_henselt_story_pt2;Henselt era capaz de determinar o alcance de uma catapulta com precisão milimétrica. Ele andava entre suas máquinas de cerco como um pai orgulhoso, acariciando as pedras carinhosamente e tocando suas cordas como um trovador toca a sua harpa...
reward_tree_henselt_story_pt3;Quando sua atenção voltava-se para outros temas, que não a guerra, tudo piorava. Henselt preferia a companhia de suas máquinas de cerco a outros homens. Ele se irritava facilmente... e se acalmava lentamente.
reward_tree_henselt_story_pt4;Por isso, apesar de seu talento inquestionável no campo de batalha, o poder de Kaedwen não cresceu sob a sua liderança. Ele não conquistou seus aliados e não transformou suas vitórias em sucessos duradouros. Não que isso tenha incomodado o rei, que guerreava por seus próprios motivos.
reward_tree_henselt_title;Rei Henselt
reward_tree_infinite_resources_title;Troca de recursos
reward_tree_iron_chest_1;Todo mundo tem suas falhas. Covardia. Corrupção. Instabilidade. Muitos reis e filósofos lamentaram esse fato. E os Salamandras? Os Salamandras agiram. Usando mutágenos roubados, criaram pessoas melhores — resistentes a dor, fortes como um urso, obedientes como soldados disciplinados... Mas o mais importante? Elas não têm consciência.
reward_tree_iron_chest_2;É difícil amedrontar o coração de um habiatnte de Skellige. O imperador Emhyr fracassou, assim como o rei da Caçada Selvagem. No entanto, um certo homem conseguiu: um aventureiro dos mares chamado Morkvarg. Para ele, nada era sagrado. Ele nunca respeitou as leis e as regras. A única coisa que lhe agradava era o balançar das moedas e o sabor férreo do sangue. Ver as velas vermelhas do seu dracar, "O Terror dos Mares", era como ouvir uma sentença de morte.
reward_tree_iron_chest_3;Dizem que Radovid foi um garoto gentil, amigável e exuberante como qualquer outra criança. Tudo mudou quando Philippa Eilhar, a feiticeira da corte, virou sua tutora. As histórias que contam o que ela fez com o jovem príncipe são de arrepiar. Agora, quanto à veracidade dessas falácias... ninguém sabe. O que se sabe ao certo é que, quando Radovid ascendeu ao trono, deixou de ser o mesmo. Ele parou de sorrir e seu punho sempre foi bastante pesado.
reward_tree_iron_story_pt1;Dois exércitos estavam nos campos fora de Brenna. Em um lado, o regimento imperial liderado por Marshal Coehoorn. No outro, os soldados do norte comandados por John Natalis.
reward_tree_iron_story_pt2;O império foi auxiliado pelos comandos de Scoia'tael, enquanto os Nortenhos tinham voluntários de Mahakam. Ambos os grupos prometiam igualdade e liberdade. Ambos os grupos foram, obviamente, enganados.
reward_tree_iron_story_pt3;Depois de uma batalha longa e sangrenta, os nortenhos acabaram vitoriosos. Qual foi o fator decisivo para eles? A genialidade tática? A ajuda dos feiticeiros? O sacrifício de inúmeras tropas? Não — foi o tenente Lamarr Flaut.
reward_tree_iron_story_pt4;Supostamente, Flaut deveria conferir se os nortenhos não estavam escondendo os reforços, mas acabou sendo covarde e mentiu sobre a missão. O que teria acontecido se alguém mais corajosso estivesse no lugar dele? Os historiadores debatem o assunto há anos...
reward_tree_iron_title;Iron Judgment
reward_tree_junior_chest_1;Estudiosos, filósofos e figuras religiosas debatem desde os princípios do tempo o que faz um homem se tornar maligno. Sua natureza, sua formação, talvez magia negra ou venenos? No caso do Salafrário Filho, foi um cinto grosso de couro que seu pai usava para espancá-lo por qualquer motivo... e, às vezes, até a falta dele. Anos de medo, dor e humilhação se cicatrizaram no jovem Cyprian Wiley. Anos terríveis que, agora, o povo de Novigrad precisa pagar.
