_inputshopbuymultiple;ACHETER
reward_tree_ep7_francesca_story_pt2;Quand elle parlait de ces étrangers agressifs, elle citait souvent son père, le sage elfe Simlas, régurgitant des paroles maintes fois entendues durant son enfance. "Seuls ceux qui manquent de bon sens, crachait son père avec dédain, se fient à la parole d'un dh'oine."
reward_tree_ep7_francesca_story_pt3;Toutefois, son père avait depuis longtemps changé de refrain à propos des humains. Ou du moins avait-il modifié son discours. Car il avait utilisé un orbe magique de prescience pour entrapercevoir l'avenir, et il avait vu que la guerre avec les hommes-singes ne conduirait qu'à l'annihilation des elfes.
reward_tree_ep7_francesca_story_pt4;Ne voulant pas conduire son peuple à la mort, Simlas ravala sa fierté et signa un traité de paix avec les humains, espérant ainsi sauver les elfes du massacre. Hélas, il ne parvint pas à éviter la destruction, car des forces internes et externes conspiraient contre lui. Et parmi ces forces, l'une avait le visage de sa fille rebelle.
reward_tree_ep7_francesca_title;Duchesse de Dol Blathanna
reward_tree_ep7_leticia_chest_1;Laetitia Charbonneau ressentit bien souvent un cruel manque d'affection durant son enfance. Sa mère ne parvenait pas à se défaire de la profonde aigreur que lui inspirait, selon ses mots, "sa disgrâce insupportable et indigne", et reprochait souvent à sa fille leur embarras actuel. Curieusement, ni son sang royal ni sa prédisposition pour la magie n'assurèrent la réussite de Laetitia. Pas plus qu'ils ne posèrent les bases de son héritage. Par une ironie du sort, le mépris et le ressentiment permanents de sa mère, ainsi que son enfance assez misérable, y contribuèrent bien plus. Toute cette épreuve alluma une passion dans son âme, et alors qu'elle était encore assez jeune, Laetitia se fit la promesse de ne jamais propager la haine ou l'hostilité : jamais elle ne pousserait quelqu'un à se sentir aussi inutile ou seul qu'elle. En fait, elle s'efforcerait de prodiguer inspiration, encouragements et amour en tout temps et en tout lieu. Et elle s'y employa.
reward_tree_ep7_leticia_chest_2;Nul ne peut dire à quoi aurait ressemblé la vie de Laetitia si elle n'avait pas connu ce que les magiciennes appellent un "événement de canalisation". Lors d'un bref moment de véritable rage, elle déracina accidentellement un orme majestueux, l'arrachant avec une bourrasque violente et le projetant dans le mur d'une grange à l'autre bout d'un pâturage. Effrayée et désorientée, Laetitia ne comprenait pas ce qui s'était passé, et la destruction n'était pas du tout délibérée. Rapidement, la rumeur se répandit à propos de "l'enfant miraculeuse" et la fillette fut envoyée à Aretuza (une occasion que sa mère ne fut que trop heureuse de saisir). Plus tard, la jeune fille découvrit qu'elle avait manifesté une affinité innée et apparemment très impressionnante envers l'un des éléments fondamentaux de la magie : l'air.
reward_tree_ep7_leticia_chest_3;Peu d'anciens élèves contesteraient que Laetitia Charbonneau fut l'une des directrices les plus appréciées d'Aretuza. Contrairement à ses prédécesseurs, qui manifestaient une froide indifférence, Laetitia prôna une méthode éducative plus intime et compatissante. Comme ses collègues, elle pensait que les femmes d'Aretuza devaient incarner la grâce, la force, l'intelligence et l'intrépidité, surtout dans un monde encore dominé par les hommes. Et de telles facultés nécessitaient, bien entendu, un travail acharné, du dévouement et du sacrifice. Pourtant, pour atteindre ces nobles objectifs, Laetitia choisit de chérir et encourager chaque élève, sans tenir compte de ses capacités évidentes, ou de son manque de capacité. En poursuivant ces idéaux, Laetitia fit de l'école souvent stricte un lieu plus accueillant durant la longue période où elle resta en poste. Et pendant des siècles après son départ, on garda d'elle l'image d'une femme capable de dénicher les plus remarquables talents même chez les élèves les plus insignifiants : un héritage dont elle tira une grande fierté.
reward_tree_ep7_leticia_story_pt1;Il serait légitime de penser que la fille d'un roi aura un beau départ dans la vie. Mais ce fut loin d'être la réalité pour Laetitia Charbonneau.
reward_tree_ep7_leticia_story_pt2;Gardic, le deuxième roi de Temeria, eut beaucoup de maîtresses dans sa vie. Toutefois, aucune ne jouit de plus d'égards que la marquise Carezza Charbonneau, sa courtisane favorite. Du moins, jusqu'à ce qu'il l'écarte.
reward_tree_ep7_leticia_story_pt3;Malheureusement pour l'un comme pour l'autre, la marquise tomba enceinte, ce qui s'avéra gênant pour le monarque, même si sa réputation était déjà ternie. Il détestait l'idée que des rumeurs se répandent à sa cour, que l'on cancane à propos d'un bâtard, aussi bannit-il Carezza, en lui intimant l'ordre de ne plus jamais revenir sur ses terres.
reward_tree_ep7_leticia_story_pt4;En exil, loin du luxe qu'elle avait connu, Carezza donna naissance à Laetitia. Cependant, l'ancienne marquise n'éprouvait que mépris pour son enfant à cause des difficultés que sa seule existence leur avait causées. Même si elle eut la décence d'élever son enfant par devoir, un trait de caractère qu'elle avait toujours admiré chez son ancien amant, Carezza imita encore Gardic en abandonnant sa fille devenue grande.
reward_tree_ep7_leticia_title;Laetitia Charbonneau
reward_tree_ep7_main_title;Price of Power
reward_tree_ep7_melusine_chest_1;Jadis, contre toute raison, une sorcière des mers appelée Fucusya tomba amoureuse d'un capitaine pirate assez remuant : Rioghan de Faroe. La vie simple n'était pas faite pour lui, qui rêvait surtout d'action et quittait souvent la sorcière pendant des mois pour se lancer dans de grandes aventures. Malgré toutes les bénédictions que Fucusya accordait à son bien-aimé pour le protéger, Rioghan finit par tomber à court de chance et par périr durant une escarmouche. Toutefois, la sorcière des mers n'allait pas abandonner son homme à l'au-delà aussi facilement. Elle fit appel à une puissante magie pour arracher le pirate aux fonds qui l'avaient englouti.
reward_tree_ep7_melusine_chest_2;"Que sa vie brille aussi vivement que l'amour entre nous !" Les mots célèbres de la sorcière des mers Fucusya marquèrent le miraculeux retour à la vie de son bien-aimé. Ils scellèrent aussi son destin. Car Rioghan n'avait jamais vraiment aimé la sorcière, qu'il trompa avec bien des maîtresses durant leur relation. Ainsi donc, à compter de ce jour fatidique, il fut condamné à ne plus jamais se sentir vraiment vivant. La bénédiction de sa nouvelle vie se changea rapidement en une sinistre existence apathique. Désespérant de retrouver les frissons qu'il avait connus, le capitaine pirate abandonna donc Fucusya une dernière fois pour partir à l'aventure, brisant ainsi définitivement le cœur de la sorcière. Celle-ci n'ayant plus d'amour pour attiser la flamme vitale de Rioghan, le pirate vivrait un tourment éternel en cherchant vainement la satisfaction.
reward_tree_ep7_melusine_chest_3;Une légende locale raconte l'histoire d'un pirate maudit, condamné à parcourir les côtes de Spikeroog pour l'éternité en poursuivant un but inatteignable, incapable de quitter la terre ferme pour reprendre ses aventures en mer. Les témoins qui déclarent avoir vu déambuler l'homme disent qu'il semble toujours dans un état léthargique, dépourvu d'émotions et complètement absent. Il se contente de marcher. Encore et encore. Jour et nuit. Ce n'est guère plus qu'un cadavre animé par un mouvement routinier, avançant sans destination particulière. Toutefois, la plupart des gens estiment que cette histoire n'est qu'un ramassis de sottises et que si l'on a aperçu un homme, ce n'est sûrement qu'un ermite ivre vaquant à ses occupations.
reward_tree_ep7_melusine_story_pt1;Mélusine était une échidna puissante et particulièrement féroce, qui rôdait sur les côtes de Spikeroog, où elle dévorait tous les malheureux qui avaient la malchance de trop approcher de son antre. Toutefois, à une époque lointaine, la bête n'avait pas à chasser sa nourriture, car les gens la lui apportaient de leur plein gré...
reward_tree_ep7_melusine_story_pt2;Les fidèles de l'île vénérèrent la terreur volante durant des siècles, apaisant son appétit avec des offrandes de blé et de bétail et, en de rares occasions, des sacrifices humains. Ils étaient intimement convaincus que la créature commandait à la mer et au ciel, et qu'elle dévasterait leurs flottes s'ils arrêtaient de satisfaire son appétit vorace.
reward_tree_ep7_melusine_story_pt3;À chaque génération, les fidèles devaient sacrifier l'un des descendants du fondateur de leur clan. On les appelait les enfants de Faroe et c'était un grand honneur d'être choisi pour le sacrifice. L'événement était un rituel sacré auquel n'osaient pas déroger les insulaires par crainte de susciter le courroux de Mélusine. Cependant, après des siècles, les gens avaient complètement oublié la raison de cette tradition horrible et singulière.
reward_tree_ep7_melusine_story_pt4;Pourtant, certains peuvent encore expliquer l'origine de Mélusine et de ses fidèles dévoués. Celui qui parvient à trouver l'un des rares druides possédant encore ces connaissances peut entendre l'histoire tragique de la mère de Mélusine, et découvrir comment un cœur brisé l'a poussée à punir la lignée de son bien-aimé volage pendant des siècles.
reward_tree_ep7_melusine_title;Mélusine
reward_tree_ep7_nilfgaard_chest_pt1;Vilgefortz n'eut pas besoin du pouvoir absolu pour devenir absolument corrompu. En effet, la simple recherche d'un tel pouvoir suffit à le changer de manière irrémédiable. Pour des raisons inconnues, poussé par un désir irrépressible de réaliser ses ambitions de grandeur, Vilgefortz chercha à s'élever au niveau des dieux et se laissa dévorer complètement par ce projet. Pour parvenir à ses fins, il était convaincu d'avoir besoin du sang ancien, qui coulait justement dans les veines d'une enfant surprise aux cheveux cendrés. Hélas pour le mage mégalomane, la descendante de Lara Dorren était entourée d'alliés redoutables et terriblement loyaux, et Vilgefortz trouva la mort sur la pointe d'une épée de sorceleur.
reward_tree_ep7_nilfgaard_chest_pt2;Vilgefortz n'avait jamais vraiment éprouvé d'empathie. Pour lui, c'était un concept aussi étranger que les plus lointaines étoiles du ciel nocturne. Toutefois, il l'avait perçue chez d'autres et en comprenait parfaitement l'intérêt dans un contexte social. En réfléchissant à l'importance d'un tel talent, il aboutit à la conclusion qu'il lui serait bénéfique de maîtriser le pouvoir de l'empathie pour s'en servir à son avantage. Il l'étudia donc, observant attentivement comment la compassion et la sympathie servaient à nouer des relations, à souder des amitiés et, plus important encore pour le mage, comment elles pouvaient servir à manipuler les gens. Il imita ce qu'il voyait, travailla ses prestations et perfectionna sa routine. Rapidement, il fut capable de manipuler les émotions d'autrui aussi habilement qu'il maniait un bâton ou modelait l'élément du feu. Comme s'il tirait simplement les ficelles d'une marionnette, il transforma ses connaissances en jouets obéissants. Liés à Vilgefortz par une loyauté indéfectible, beaucoup de ses sbires furent poussés à commettre des actes ignobles pour son compte, certains allant même jusqu'à se sacrifier pour faire avancer la cause du mage.
reward_tree_ep7_nilfgaard_chest_pt3;Durant la longue période où il œuvra comme mercenaire, Vilgefortz voyagea aux quatre coins du monde, assimilant les coutumes de différentes cultures et apprenant le maniement de diverses armes exotiques, dont sa préférée, le bâton de combat. Combattant déjà redoutable, le mercenaire développa encore ses capacités en apprenant l'art de la magie. En puisant dans les plans élémentaires, il imprégnait son bâton du pouvoir du chaos. D'un rapide coup de poignet, il pouvait abattre son arme avec la puissance d'un bélier, tout en gardant la légèreté d'un nuage de fumée. Qui plus est, il se servait de la magie pour agir avec une précision quasi parfaite et aiguiser ses réflexes à l'extrême. Partant, on ne peut qu'avoir pitié des idiots qui eurent le malheur de défier Vilgefortz en combat singulier, car l'issue de l'affrontement était sûrement déterminée bien avant que le mage n'ait porté son premier coup de bâton, qui était aussi souvent le dernier.
